idx	original	no_punc_lower	adjacent	adjacent_gold	random	random_gold
611	Faðir , bjarga mær frá hesum tíma !	faðir bjarga mær frá hesum tíma	faðir bjarga mær frá hesum tíma	O C O O O O	faðir mær frá hesum tíma bjarga	O O O O O F
612	Nei , til tess eri eg komin at hesum tíma .	nei til tess eri eg komin at hesum tíma	nei til tess komin eri eg at hesum tíma	O O O F F O O O O	nei til tess eg komin at hesum eri tíma	O O O O C O O F O
613	"Faðir , ger dýrmett navn títt ! """	faðir ger dýrmett navn títt	faðir ger dýrmett navn títt	O C C O O	faðir dýrmett navn ger títt	O C O F O
614	Tá kom rödd av himni :	tá kom rödd av himni	tá rödd kom av himni	O O F O O	tá rödd av kom himni	O O O F O
615	""" Bæði havi eg gjört tað dýrmett og skal aftur gera tað dýrmett ! """	bæði havi eg gjört tað dýrmett og skal aftur gera tað dýrmett	havi bæði eg gjört tað dýrmett og gera skal aftur tað dýrmett	F O O C O C O F F O O C	bæði havi eg tað dýrmett og aftur gera tað skal dýrmett gjört	O C O O F O O C O F C F
616	Men skarin , sum stóð har og hoyrdi hetta , segði , at toran hevði gingið .	men skarin sum stóð har og hoyrdi hetta segði at toran hevði gingið	men skarin sum stóð har og segði hoyrdi hetta at toran hevði gingið	O O O C O O F F O O O C C	men skarin gingið sum har og stóð hoyrdi hetta segði at toran hevði	O O F O O O F C O C O O C
617	"Aðrir sögdu : "" Ein eingil talaði til hansara . """	aðrir sögdu ein eingil talaði til hansara	aðrir ein sögdu talaði eingil til hansara	O O F F O O O	aðrir sögdu ein eingil til talaði hansara	O C O O O F O
618	"Jesus svaraði og segði : "" Ikki mín vegna , men heldur tykkara vegna kom henda röddin ."	jesus svaraði og segði ikki mín vegna men heldur tykkara vegna kom henda röddin	jesus svaraði og segði ikki mín vegna men heldur tykkara vegna henda kom röddin	O C O C O O O O O O O O F O	jesus svaraði og segði ikki kom mín vegna men heldur tykkara vegna henda röddin	O C O C O F O O O O O O O O
619	Nú gongur dómur yvir henda heimin , nú skal hövdingin í hesum heimi verða kastaður út .	nú gongur dómur yvir henda heimin nú skal hövdingin í hesum heimi verða kastaður út	gongur nú dómur yvir henda heimin nú skal hövdingin í hesum heimi verða út kastaður	F O O O O O O C O O O O C O F	nú gongur dómur yvir henda heimin nú skal verða hövdingin í hesum heimi út kastaður	O C O O O O O C F O O O O O F
620	"Og tá ið eg verði lyftur upp frá jörðini , skal eg draga allar til mín . """	og tá ið eg verði lyftur upp frá jörðini skal eg draga allar til mín	og tá ið verði eg lyftur upp frá jörðini skal eg allar draga til mín	O O O F O C O O O C O O F O O	og tá lyftur ið eg upp frá jörðini skal eg draga allar verði til mín	O O F O O O O O C O C O F O O
621	Men hetta segði hann fyri at merkja , hvönn deyða hann skuldi doyggja .	men hetta segði hann fyri at merkja hvönn deyða hann skuldi doyggja	men segði hetta hann fyri at merkja hvönn deyða hann skuldi doyggja	O F O O O O C O O O C C	men hetta merkja hann segði fyri at hvönn deyða hann skuldi doyggja	O O F O F O O O O O C C
622	"Mannaskarin svaraði honum tá : "" Vit hava hoyrt av lógini , at Kristus skal verða verandi allar ævir , og hvussu kanst tú tá siga , at menniskjusonurin eigur at verða upphevjaður ?"	mannaskarin svaraði honum tá vit hava hoyrt av lógini at kristus skal verða verandi allar ævir og hvussu kanst tú tá siga at menniskjusonurin eigur at verða upphevjaður	mannaskarin honum svaraði tá hava vit hoyrt av lógini at kristus skal verða verandi allar ævir og hvussu kanst tú tá at siga eigur menniskjusonurin at verða upphevjaður	O O F O F O C O O O O F F C O O O O C O O O F F O O C C	verða mannaskarin svaraði honum tá skal kanst vit hava av lógini at kristus verandi allar ævir hoyrt og hvussu tú tá siga at menniskjusonurin eigur at verða upphevjaður	F O C O O F F O C O O O O C O O F O O O O C O O C O F C
623	"Hvör er hesin menniskjusonurin ? """	hvör er hesin menniskjusonurin	hvör hesin er menniskjusonurin	O O F O	hvör hesin er menniskjusonurin	O O F O
624	"Tá segði Jesus við teir : "" Enn eina stutta stund er ljósið tykkara millum ."	tá segði jesus við teir enn eina stutta stund er ljósið tykkara millum	segði tá jesus við teir enn eina stutta stund er ljósið tykkara millum	F O O O O O O O O C O O O	tá segði jesus er við teir enn eina stutta stund ljósið tykkara millum	O C O F O O O O O O O O O
625	Gangið , meðan tit hava ljósið , at ikki myrkrið skal koma á tykkum ; og tann , sum gongur í myrkrinum , veit ikki , hvar hann fer .	gangið meðan tit hava ljósið at ikki myrkrið skal koma á tykkum og tann sum gongur í myrkrinum veit ikki hvar hann fer	gangið meðan tit ljósið hava at ikki skal myrkrið koma á tykkum og tann sum gongur í myrkrinum ikki veit hvar fer hann	C O O O F O O F O C O O O O O C O O O F O F O	meðan tit hava ljósið at ikki myrkrið skal á tykkum og tann gangið sum gongur koma í myrkrinum ikki veit hvar hann fer	O O C O O O O C O O O O F O C F O O O F O O C
626	"Meðan tit hava ljósið , tá trúgvið á ljósið , til tess at tit mega verða börn ljósins ! """	meðan tit hava ljósið tá trúgvið á ljósið til tess at tit mega verða börn ljósins	meðan tit hava ljósið tá trúgvið á ljósið til tess at tit mega verða börn ljósins	O O C O O C O O O O O O F F O O	meðan tit ljósið tá hava á ljósið trúgvið til tess at tit mega verða börn ljósins	O O O O F O O F O O O O C C O O
627	Hetta talaði Jesus og hann fór av stað og fjaldi seg fyri teimum .	hetta talaði jesus og hann fór av stað og fjaldi seg fyri teimum	hetta talaði jesus og hann fór av stað og seg fjaldi fyri teimum	O C O O O C O O O O F O O	hetta jesus og hann fór av stað og talaði fjaldi seg fyri teimum	O O O O C O O O F C O O O
628	Men tó at hann hevði gjört so mong tekin fyri eygum teirra , trúðu tey tó ikki á hann , til tess at orðið hjá Jesaja profeti skuldi ganga út , sum hann hevur sagt :	men tó at hann hevði gjört so mong tekin fyri eygum teirra trúðu tey tó ikki á hann til tess at orðið hjá jesaja profeti skuldi ganga út sum hann hevur sagt	men tó at hevði hann gjört so mong tekin fyri eygum teirra trúðu tey tó ikki á hann til tess at orðið hjá jesaja profeti skuldi ganga út sum hann hevur sagt	O O O F O C O O O O O O C O O O O O O O O O O O O F F O O O C C	men hevði ganga tó at hann gjört so mong tekin fyri eygum teirra trúðu sagt tey skuldi tó ikki á hann til tess at orðið hjá jesaja profeti út sum hann hevur	O F F O O O C O O O O O O C F O F O O O O O O O O O O O O O O C
629	""" Harri , hvör trúði tí , sum hann hoyrdi av okkum ?"	harri hvör trúði tí sum hann hoyrdi av okkum	harri hvör tí trúði sum hoyrdi hann av okkum	O O O F O F O O O	harri hvör trúði tí sum hann av okkum hoyrdi	O O C O O O O O F
630	"Og hvörjum varð armur Harrans opinberur ? """	og hvörjum varð armur harrans opinberur	og hvörjum varð armur harrans opinberur	O O C O O O	og varð hvörjum armur harrans opinberur	O F O O O O
631	"Tess vegna kundu tey ikki trúgva , tí at Jesaja hevur á öðrum staði sagt : "" Hann hevur blindað eygu teirra og hert hjörtu teirra , til tess at teir ikki síggja við eygunum og ikki skilja við hjartanum og venda við , so eg kann gröða teir . """	tess vegna kundu tey ikki trúgva tí at jesaja hevur á öðrum staði sagt hann hevur blindað eygu teirra og hert hjörtu teirra til tess at teir ikki síggja við eygunum og ikki skilja við hjartanum og venda við so eg kann gröða teir	tess vegna kundu tey ikki tí trúgva at hevur jesaja á öðrum staði sagt hann hevur eygu blindað teirra hert og hjörtu teirra til tess at teir ikki síggja við eygunum og ikki skilja við hjartanum og við venda so kann eg gröða teir	O O C O O O F O F O O O O C O C O F O F O O O O O O O O C O O O O C O O O O F O F O C O	tess vegna tey blindað ikki tí at jesaja hevur á öðrum staði hann hevur trúgva eygu teirra og hert hjörtu teirra til kundu tess at teir ikki síggja sagt við eygunum og gröða ikki við hjartanum og venda við so eg kann skilja teir	O O O F O O O O C O O O O C F O O O C O O O F O O O O C F O O O F O O O O C O O O C F O
632	Hetta segði Jesaja , tá ið hann sá dýrd hansara og talaði um hann .	hetta segði jesaja tá ið hann sá dýrd hansara og talaði um hann	hetta segði jesaja tá ið hann dýrd sá hansara talaði og um hann	O C O O O O O F O F O O O	hetta talaði segði jesaja tá ið hann dýrd hansara og sá um hann	O F C O O O O O O O F O O
633	Kortini trúðu tó mangir av ráðharrunum á hann , men fyri Farisearanna skuld vildu teir ikki kennast við tað , fyri at teir ikki skuldu verða útkoyrdir úr samkomuhúsinum ; tí at teir elskaðu manna æru meira enn Guðs æru .	kortini trúðu tó mangir av ráðharrunum á hann men fyri farisearanna skuld vildu teir ikki kennast við tað fyri at teir ikki skuldu verða útkoyrdir úr samkomuhúsinum tí at teir elskaðu manna æru meira enn guðs æru	kortini trúðu tó mangir av ráðharrunum á hann men fyri farisearanna skuld vildu teir ikki við kennast tað fyri at teir skuldu ikki verða útkoyrdir úr samkomuhúsinum tí at teir manna elskaðu æru meira enn guðs æru	O C O O O O O O O O O O C O O O F O O O O F O C C O O O O O O F O O O O O	kortini trúðu tó mangir av ráðharrunum á verða hann men vildu fyri farisearanna skuld teir ikki við tað fyri kennast at teir ikki skuldu úr samkomuhúsinum tí at teir elskaðu manna æru útkoyrdir meira enn guðs æru	O C O O O O O F O O F O O O O O O O O F O O O C O O O O O C O O F O O O O
634	"Men Jesus rópaði og segði : "" Tann , sum trýr á meg , hann trýr ikki á meg , men á hann , sum sendi meg ; og tann , sum sær meg , hann sær tann , sum sendi meg ."	men jesus rópaði og segði tann sum trýr á meg hann trýr ikki á meg men á hann sum sendi meg og tann sum sær meg hann sær tann sum sendi meg	men rópaði jesus og segði tann sum trýr á meg hann ikki trýr á meg men á hann sendi sum meg og tann sum sær meg hann sær tann sum meg sendi	O F O O C O O C O O O O F O O O O O F O O O O O C O O C O O O F	sær men jesus rópaði og segði tann sum á meg hann trýr sendi ikki á meg men á hann sum sendi meg sær og tann sum meg hann trýr tann sum meg	F O O C O C O O O O O C F O O O O O O O C O F O O O O O F O O O
635	Eg eri ljós , komið í heimin , fyri at hvör tann , sum trýr á meg , ikki skal verða verandi í myrkrinum .	eg eri ljós komið í heimin fyri at hvör tann sum trýr á meg ikki skal verða verandi í myrkrinum	eri eg ljós komið í heimin fyri at hvör tann sum trýr á meg ikki skal verða verandi í myrkrinum	F O O C O O O O O O O C O O O F F C O O	eg ljós eri í heimin fyri at hvör tann sum trýr á verða meg ikki skal verandi komið í myrkrinum	O O F O O O O O O O C O F O O C C F O O
636	Og um onkur hoyrir orð míni og ikki gevur teimum gætur , tá dömi eg hann ikki ; tí at eg eri ikki komin at döma heimin , men at frelsa heimin .	og um onkur hoyrir orð míni og ikki gevur teimum gætur tá dömi eg hann ikki tí at eg eri ikki komin at döma heimin men at frelsa heimin	og um onkur hoyrir orð míni og ikki teimum gevur gætur dömi tá eg hann ikki tí at eg eri ikki komin at heimin döma men frelsa at heimin	O O O C O O O O O F O F O O O O O O O C O C O O F O F O O	og um onkur orð míni og eri ikki teimum gætur tá dömi gevur eg hann ikki tí at hoyrir eg ikki at döma heimin men at komin frelsa heimin	O O O O O O F O O O O C F O O O O O F O O O C O O O F C O
637	Tann , sum vanvirðir meg og ikki tekur við orðum mínum , hevur tann , sum dömir hann :	tann sum vanvirðir meg og ikki tekur við orðum mínum hevur tann sum dömir hann	tann sum vanvirðir meg og ikki tekur við orðum mínum tann hevur dömir sum hann	O O C O O O C O O O O F F O O	tann sum tekur vanvirðir meg dömir og ikki við orðum mínum hevur tann sum hann	O O F C O F O O O O O C O O O
638	orðið , sum eg havi talað , tað skal döma hann á evsta degi . Tí at eg havi ikki talað av mær sjálvum ; men faðirin , sum sendi meg , hevur skipað mær fyri , hvat eg skal siga og hvat eg skal tala .	orðið sum eg havi talað tað skal döma hann á evsta degi tí at eg havi ikki talað av mær sjálvum men faðirin sum sendi meg hevur skipað mær fyri hvat eg skal siga og hvat eg skal tala	orðið sum eg havi talað tað skal döma hann á evsta degi tí at eg havi ikki talað av mær sjálvum men faðirin sum hevur sendi meg skipað mær fyri hvat eg skal og siga hvat skal eg tala	O O O C C O F F O O O O O O O C O C O O O O O O F F O C O O O O C O F O F O C	orðið sum eg talað tað hann á evsta degi tí at eg skal ikki skal talað av döma mær sjálvum havi men faðirin sendi sum meg hevur skipað mær fyri havi hvat eg siga og hvat eg skal tala	O O O C O O O O O O O O F O F C O F O O F O O F O O C C O O F O O C O O O C C
639	Og eg veit , at fyriskipan hansara er ævigt lív .	og eg veit at fyriskipan hansara er ævigt lív	og eg veit at fyriskipan hansara ævigt er lív	O O C O O O O F O	og eg at fyriskipan hansara er ævigt lív veit	O O O O O C O O F
640	"Tað , sum eg tí tali , tað tali eg soleiðis , sum faðirin hevur sagt mær . """	tað sum eg tí tali tað tali eg soleiðis sum faðirin hevur sagt mær	tað sum eg tali tí tað tali eg soleiðis sum faðirin hevur mær sagt	O O O F O O C O O O O C O F	tað sum eg tí tali tað hevur eg soleiðis sum tali faðirin sagt mær	O O O O C O F O O O F O C O
641	Tað var tætt fyri páskahátíðina ; Jesus visti , at tími hansara var komin , til at hann skuldi fara burtur úr hesum heimi til faðirin , og líka sum hann hevði elskað sínar egnu , sum vóru í heiminum , soleiðis elskaði hann teir líka til enda .	tað var tætt fyri páskahátíðina jesus visti at tími hansara var komin til at hann skuldi fara burtur úr hesum heimi til faðirin og líka sum hann hevði elskað sínar egnu sum vóru í heiminum soleiðis elskaði hann teir líka til enda	var tað tætt fyri páskahátíðina jesus visti at tími hansara var til komin at skuldi hann fara burtur úr hesum heimi til faðirin og líka sum hann hevði sínar elskað egnu vóru sum í heiminum soleiðis elskaði hann teir líka til enda	F O O O O O C O O O C O F O F O C O O O O O O O O O O C O F O F O O O O C O O O O O	tað tætt fyri komin páskahátíðina jesus at tími hansara visti var til at hann skuldi burtur úr hesum heimi til elskaði var faðirin og líka sum hann hevði elskað sínar egnu sum vóru í heiminum soleiðis hann teir líka til enda fara	O O O F O O O O O F C O O O C O O O O O F F O O O O O C C O O O C O O O O O O O O F
642	Og meðan kvöldmáltíð varð hildin , tá ið djevulin longu hevði skotið inn í hjartað á Judasi Símunarsyni Iskarjot , at hann skuldi svíkja hann , og tá ið hann visti , at faðirin hevði givið honum allar lutir í hendur , og at hann var komin frá Guði og fór til Guðs , tá reisist hann frá kvöldmáltíðini og leggur yvirklæðini av sær og tók ein líndúk og bant hann um seg .	og meðan kvöldmáltíð varð hildin tá ið djevulin longu hevði skotið inn í hjartað á judasi símunarsyni iskarjot at hann skuldi svíkja hann og tá ið hann visti at faðirin hevði givið honum allar lutir í hendur og at hann var komin frá guði og fór til guðs tá reisist hann frá kvöldmáltíðini og leggur yvirklæðini av sær og tók ein líndúk og bant hann um seg	og meðan kvöldmáltíð varð tá hildin ið djevulin hevði longu skotið inn í hjartað á judasi símunarsyni iskarjot at hann skuldi hann svíkja og tá ið visti hann at faðirin hevði givið honum allar lutir í hendur og at hann var komin frá guði og fór til guðs tá reisist hann frá kvöldmáltíðini og yvirklæðini leggur av sær tók og ein líndúk og bant hann um seg	O O O C O F O O F O C O O O O O O O O O C O F O O O F O O O C C O O O O O O O O F F O O O C O O O C O O O O O F O O F O O O O C O O O	givið varð og meðan kvöldmáltíð hildin tá ið djevulin longu inn í hjartað á judasi símunarsyni iskarjot at hann skuldi hann og tá ið hann visti at faðirin hevði hevði honum allar lutir svíkja í var tók hendur skotið og at hann komin frá guði og til guðs tá reisist hann frá kvöldmáltíðini og leggur yvirklæðini av fór sær og ein líndúk og bant hann um seg	F F O O O C O O O O O O O O O O O O O C O O O O O C O O C F O O O F O F F O F O O O C O O O O O O C O O O O C O O F O O O O O C O O O
643	So stoytir hann vatn í vaskiílátið og tók at tváa föturnar á lærusveinunum og turka teir við líndúkinum , sum hann var umbundin við .	so stoytir hann vatn í vaskiílátið og tók at tváa föturnar á lærusveinunum og turka teir við líndúkinum sum hann var umbundin við	so stoytir hann vatn í vaskiílátið og tváa tók at föturnar á lærusveinunum og turka teir við líndúkinum sum hann var við umbundin	O C O O O O O F F O O O O O C O O O O O C O F	so hann vatn í vaskiílátið og at tváa föturnar á lærusveinunum og turka stoytir teir tók við líndúkinum sum umbundin hann var við	O O O O O O O C O O O O C F O F O O O F O C O
644	"Hann kemur tá til Símun Pæturs , og hann sigur við hann : "" Harri , tváar tú fötur mínar ? """	hann kemur tá til símun pæturs og hann sigur við hann harri tváar tú fötur mínar	kemur hann tá til símun pæturs og hann sigur við hann harri tváar tú fötur mínar	F O O O O O O O C O O O C O O O	hann kemur tá til símun pæturs og hann við hann sigur harri tváar tú fötur mínar	O C O O O O O O O O F O C O O O
645	"Jesus svaraði og segði við hann : "" Tað , sum eg geri , skilir tú ikki nú ; men seinni skalt tú skilja tað . """	jesus svaraði og segði við hann tað sum eg geri skilir tú ikki nú men seinni skalt tú skilja tað	jesus segði svaraði og við hann tað sum eg geri skilir tú ikki nú men seinni skilja skalt tú tað	O F F O O O O O O C C O O O O O F F O O	jesus skilir svaraði og segði við hann tað sum eg skilja geri tú ikki nú skalt men seinni tú tað	O F C O C O O O O O F C O O O F O O O O
646	"Pætur sigur við hann : "" Aldri á ævini skalt tú tváa fötur mínar ! """	pætur sigur við hann aldri á ævini skalt tú tváa fötur mínar	pætur sigur við hann aldri á ævini skalt tú fötur tváa mínar	O C O O O O O C O O F O	pætur við hann aldri á ævini skalt tú tváa sigur fötur mínar	O O O O O O C O C F O O
647	"Jesus svaraði honum : "" Tvái eg tær ikki , hevur tú ikki lut saman við mær ! """	jesus svaraði honum tvái eg tær ikki hevur tú ikki lut saman við mær	svaraði jesus honum tvái eg tær ikki hevur tú ikki lut saman við mær	F O O C O O O C O O O O O O	jesus svaraði honum tvái eg tær ikki tú ikki lut saman við mær hevur	O C O C O O O O O O O O O F
648	"Símun Pætur sigur við hann : "" Harri , ikki bert fötur mínar , men eisini hendurnar og hövdið . """	símun pætur sigur við hann harri ikki bert fötur mínar men eisini hendurnar og hövdið	símun pætur við sigur hann harri ikki bert fötur mínar men eisini hendurnar og hövdið	O O O F O O O O O O O O O O O	símun pætur við hann harri ikki bert fötur mínar men eisini hendurnar og hövdið sigur	O O O O O O O O O O O O O O F
649	"Jesus sigur við hann : "" Tann , sum er tváaður , hann hevur ikki fyri neyðini at tváa sær uttan um föturnar ; men hann er reinur allur sum hann er ."	jesus sigur við hann tann sum er tváaður hann hevur ikki fyri neyðini at tváa sær uttan um föturnar men hann er reinur allur sum hann er	sigur jesus við hann tann sum er tváaður hann ikki hevur fyri neyðini tváa at sær uttan um föturnar men hann er reinur allur sum hann er	F O O O O O C C O O F O O F O O O O O O O C O O O O C	jesus við hann tann sum tváaður hann hevur ikki fyri tváa neyðini at sær uttan um er sigur föturnar men hann reinur allur sum hann er er	O O O O O C O C O O F O O O O O F F O O O O O O O F C
650	"Og tit eru reinir , men ikki allir . "" Tí at hann kendi tann , sum skuldi svíkja hann ; tí segði hann : "" Tit eru ikki allir reinir . """	og tit eru reinir men ikki allir tí at hann kendi tann sum skuldi svíkja hann tí segði hann tit eru ikki allir reinir	og tit reinir eru men ikki allir tí at kendi hann tann sum skuldi svíkja hann tí hann segði eru tit ikki allir reinir	O O O F O O O O O F O O O C C O O O F F O O O O	og tit skuldi eru reinir men ikki allir tí at hann tann kendi svíkja sum hann tí segði hann tit eru ikki allir reinir	O O F C O O O O O O O O F F O O O C O O C O O O
651	"Tá ið hann nú hevði tváað fötur teirra og latið seg í aftur klæðini og var setstur aftur , segði hann við teir : "" Skilja tit , hvat eg havi gjört við tykkum ?"	tá ið hann nú hevði tváað fötur teirra og latið seg í aftur klæðini og var setstur aftur segði hann við teir skilja tit hvat eg havi gjört við tykkum	tá ið hann nú hevði tváað fötur teirra og seg latið í aftur klæðini var og setstur aftur segði hann við teir tit skilja hvat havi eg gjört við tykkum	O O O O C C O O O O F O O O F O C O C O O O O F O F O C O O	tá ið hann nú fötur teirra og seg í aftur latið klæðini og setstur aftur hann við hevði teir skilja var tit hvat tváað eg havi gjört við segði tykkum	O O O O O O O O O O F O O C O O O F O C F O O F O C C O F O
652	"Tit kalla meg "" Meistara "" og "" Harra "" , og tit siga rætt ; tí at eg eri tað ."	tit kalla meg meistara og harra og tit siga rætt tí at eg eri tað	tit kalla meg meistara og harra og tit rætt siga tí at eri eg tað	O C O O O O O O O F O O F O O	tit eri kalla meg meistara og siga harra og tit rætt tí at eg tað	O F C O O O F O O O O O O O O
653	Tá ið nú eg , harrin og meistarin , havi tváað fötur tykkara , tá eiga eisini tit at tváa hvör annan um föturnar . Tí at eg havi givið tykkum eitt fyridömi , til tess at líka sum eg gjördi við tykkum , soleiðis skulu eisini tit gera .	tá ið nú eg harrin og meistarin havi tváað fötur tykkara tá eiga eisini tit at tváa hvör annan um föturnar tí at eg havi givið tykkum eitt fyridömi til tess at líka sum eg gjördi við tykkum soleiðis skulu eisini tit gera	tá ið nú eg harrin og meistarin havi tváað fötur tykkara tá eisini eiga tit tváa at hvör annan um föturnar tí at eg havi givið tykkum eitt fyridömi til tess at líka sum eg við gjördi tykkum skulu soleiðis eisini tit gera	O O O O O O O C C O O O O F O F O O O O O O O O C C O O O O O O O O O O F O F O O O C	tá ið nú eg harrin og meistarin tváað fötur gjördi tykkara givið tá eiga eisini tit at hvör annan um föturnar tí tváa at eg havi tykkum eitt fyridömi til tess at havi líka sum eg við tykkum soleiðis skulu eisini tit gera	O O O O O O O C O F O F O C O O O O O O O O F O O C O O O O O O F O O O O O O C O O C
654	Sanniliga , sanniliga sigi eg tykkum : Ikki er ein húskallur störri enn húsbóndi hansara ; ikki heldur er eitt sendiboð störri enn tann , ið sendi tað .	sanniliga sanniliga sigi eg tykkum ikki er ein húskallur störri enn húsbóndi hansara ikki heldur er eitt sendiboð störri enn tann ið sendi tað	sanniliga sanniliga sigi eg tykkum ikki ein er húskallur störri enn húsbóndi hansara ikki er heldur eitt sendiboð störri enn tann ið sendi tað	O O C O O O O F O O O O O O F O O O O O O O C O	sanniliga sanniliga eg tykkum ikki ein húskallur störri enn húsbóndi hansara ikki heldur sigi er eitt sendiboð störri er enn tann ið sendi tað	O O O O O O O O O O O O O F C O O O F O O O C O
655	Skilja tit hetta , eru tit sælir , um tit gera tað .	skilja tit hetta eru tit sælir um tit gera tað	skilja tit hetta tit eru sælir um gera tit tað	C O O O F O O F O O	tit hetta eru tit sælir um skilja tit gera tað	O O C O O O F O C O
656	Eg tali ikki um tykkum allar .	eg tali ikki um tykkum allar	eg tali ikki um tykkum allar	O C O O O O	eg tali ikki um tykkum allar	O C O O O O
657	Eg veit , hvörjar eg havi útvalt ; men skriftin mátti ganga út :	eg veit hvörjar eg havi útvalt men skriftin mátti ganga út	eg veit hvörjar eg havi útvalt men skriftin mátti ganga út	O C O O F F O O C C O	eg mátti veit hvörjar eg havi útvalt ganga men skriftin út	O F C O O C C F O O O
658	Tann , sum breyð mítt etur , hevur lyft upp hæli sínum móti mær .	tann sum breyð mítt etur hevur lyft upp hæli sínum móti mær	tann sum breyð mítt etur hevur lyft upp hæli sínum móti mær	O O O O F F C O O O O O	tann sum breyð mítt hevur lyft etur upp hæli sínum móti mær	O O O O C C F O O O O O
659	Her eftir sigi eg tykkum tað , áðr enn tað hendir , fyri at tit , tá ið tað er hent , skulu trúgva , at tað eri eg .	her eftir sigi eg tykkum tað áðr enn tað hendir fyri at tit tá ið tað er hent skulu trúgva at tað eri eg	her eftir sigi eg tykkum tað áðr enn tað fyri hendir at tit tá ið er tað hent skulu at trúgva eri tað eg	O O C O O O O O O O F O O O O F O C C O F F O O	her eftir sigi eg tykkum tað áðr er enn tað eri hendir fyri at tit skulu tá ið tað hent at tað eg trúgva	O O C O O O O F O O F C O O O F O O O C O O O F
660	"Sanniliga , sanniliga sigi eg tykkum : Tann , sum tekur í móti tí , sum eg sendi , hann tekur í móti mær , og tann , sum tekur í móti mær , tekur í móti honum , sum sendi meg . """	sanniliga sanniliga sigi eg tykkum tann sum tekur í móti tí sum eg sendi hann tekur í móti mær og tann sum tekur í móti mær tekur í móti honum sum sendi meg	sanniliga sanniliga sigi eg tykkum tann sum tekur í móti tí sum eg tekur sendi hann í móti mær og tann sum tekur í móti mær tekur í móti honum sum meg sendi	O O C O O O O C O O O O O F F O O O O O O O C O O O C O O O O O F	sanniliga sanniliga sigi eg tekur tykkum tann sum tekur í móti tí sum eg sendi hann í móti mær og tann sum tekur tekur sendi í móti mær í móti honum sum meg	O O C O F O O O C O O O O O C O O O O O O O C F F O O O O O O O O
661	"Tá ið Jesus hevði sagt hetta , varð hann ógvuliga rördur í andanum og vitnaði og segði : "" Sanniliga , sanniliga sigi eg tykkum , at ein tykkara skal svíkja meg . """	tá ið jesus hevði sagt hetta varð hann ógvuliga rördur í andanum og vitnaði og segði sanniliga sanniliga sigi eg tykkum at ein tykkara skal svíkja meg	tá ið hevði jesus sagt hetta varð hann ógvuliga rördur í andanum og segði vitnaði og sanniliga sanniliga sigi eg tykkum at ein tykkara skal meg svíkja	O O F O C O C O O O O O O F F O O O C O O O O O C O F	tá ið jesus hevði sagt vitnaði hetta varð hann ógvuliga rördur í andanum og svíkja sigi segði og sanniliga sanniliga eg tykkum at ein tykkara skal meg	O O O C C F O C O O O O O O F F F O O O O O O O O C O
662	Tá hugdu lærusveinarnir hvör upp á annan og vóru í iva um , hvönn hann talaði um .	tá hugdu lærusveinarnir hvör upp á annan og vóru í iva um hvönn hann talaði um	hugdu tá lærusveinarnir hvör upp á annan og vóru í iva um hvönn hann talaði um	F O O O O O O O C O O O O O C O	tá hugdu lærusveinarnir hvör upp vóru á annan og í iva um talaði hvönn hann um	O C O O O F O O O O O O F O O O
663	Ein av lærusveinum hansara sat har til borðs við Jesu högru lið , tann , sum Jesus elskaði .	ein av lærusveinum hansara sat har til borðs við jesu högru lið tann sum jesus elskaði	ein av lærusveinum hansara har sat til borðs við jesu högru lið tann sum elskaði jesus	O O O O O F O O O O O O O O F O	ein elskaði av lærusveinum hansara sat har til borðs við jesu högru lið tann sum jesus	O F O O O C O O O O O O O O O O
664	"Til hansara nikkar tá Símun Pætur og sigur við hann : "" Sig , hvör tað er , sum hann talar um ! """	til hansara nikkar tá símun pætur og sigur við hann sig hvör tað er sum hann talar um	til hansara nikkar tá símun pætur og sigur við hann hvör sig er tað sum hann talar um	O O C O O O O C O O O F F O O O C O	til hansara tá símun pætur og sigur við hann sig er hvör tað sum hann talar nikkar um	O O O O O O C O O C F O O O O C F O
665	"Hesin leggur seg upp at Jesu barmi og sigur við hann : "" Harri , hvör er tað ? """	hesin leggur seg upp at jesu barmi og sigur við hann harri hvör er tað	hesin leggur seg upp at jesu barmi og við sigur hann harri er hvör tað	O C O O O O O O O F O O F O O	hesin seg upp at jesu barmi og leggur sigur er við hann harri hvör tað	O O O O O O O F C F O O O O O
666	"Tá svarar Jesus : "" Tað er hann , sum eg gevi tann bitan , sum eg nú dyppi niður í . """	tá svarar jesus tað er hann sum eg gevi tann bitan sum eg nú dyppi niður í	tá svarar jesus tað er hann sum eg tann gevi bitan sum eg dyppi nú niður í	O C O O C O O O O F O O O F O O O	tá jesus tað er hann sum eg gevi tann bitan sum eg nú svarar dyppi niður í	O O O C O O O F O O O O O F C O O
667	So dyppaði hann bitan og tók og gav Judasi Símunarsyni Iskarjot hann .	so dyppaði hann bitan og tók og gav judasi símunarsyni iskarjot hann	so dyppaði hann bitan og tók og judasi gav símunarsyni iskarjot hann	O C O O O C O O F O O O	so dyppaði gav hann bitan og tók og judasi símunarsyni iskarjot hann	O C F O O O C O O O O O
668	Og tá ið hann hevði fingið bitan , fór Sátan inn í hann .	og tá ið hann hevði fingið bitan fór sátan inn í hann	og tá ið hevði hann fingið bitan fór sátan inn í hann	O O O F O C O C O O O O	og tá hevði ið hann fingið bitan sátan inn í hann fór	O O F O O C O O O O O F
