idx	original	no_punc_lower	adjacent	adjacent_gold	random	random_gold
1851	att en intensiv medvetenhet om hans eget jag sköljde över honom som om något stimulerande medel hade injicerats direkt i hans ådror .	att en intensiv medvetenhet om hans eget jag sköljde över honom som om något stimulerande medel hade injicerats direkt i hans ådror	att en intensiv medvetenhet om hans eget sköljde jag över honom som om något stimulerande medel hade injicerats direkt i hans ådror	O O O O O O O F O O O O O O O O C C O O O O	att en intensiv medvetenhet om hade hans eget jag sköljde över honom som om något stimulerande medel injicerats direkt i hans ådror	O O O O O F O O O C O O O O O O O C O O O O
1852	Vad du vill !	vad du vill	vad du vill	O O C	vad vill du	O F O
1853	Välj bara !	välj bara	bara välj	O F	välj bara	C O
1854	Vi behöver dig ... vad du vill !	vi behöver dig ... vad du vill	behöver vi dig ... vad du vill	F O O O O O C	vi dig behöver ... vad du vill	O O F O O O C
1855	Mweta vände sig om och hoppade in i taxin .	mweta vände sig om och hoppade in i taxin	mweta sig vände om hoppade och in i taxin	O O F O F O O O O	vände mweta sig om och hoppade in i taxin	F O O O O C O O O
1856	Den ljusa stenfasaden , vars dörröverstycken och fönsterkarmar av sten var slätnötta som en väl använd tvålbit , vette mot den öde vägen , men husets egentliga framsida låg åt andra hållet .	den ljusa stenfasaden vars dörröverstycken och fönsterkarmar av sten var slätnötta som en väl använd tvålbit vette mot den öde vägen men husets egentliga framsida låg åt andra hållet	den ljusa stenfasaden vars dörröverstycken och fönsterkarmar av sten var slätnötta som en väl använd tvålbit vette mot den öde vägen men husets egentliga framsida åt låg andra hållet	O O O O O O O O O C O O O O O O C O O O O O O O O O F O O	den ljusa stenfasaden vars dörröverstycken och fönsterkarmar av sten vette var slätnötta som en väl använd tvålbit mot den öde vägen men husets egentliga framsida låg åt andra hållet	O O O O O O O O O F C O O O O O O O O O O O O O O C O O O
1857	Den av byggnaden skyddade trädgården bildade en grönskande utsikt som med sin rikedom av färger , bin och tidiga nattfjärilar vidgades ut mot den långa dalen .	den av byggnaden skyddade trädgården bildade en grönskande utsikt som med sin rikedom av färger bin och tidiga nattfjärilar vidgades ut mot den långa dalen	den av byggnaden skyddade bildade trädgården en grönskande utsikt som med sin rikedom av färger bin och tidiga nattfjärilar vidgades ut mot den långa dalen	O O O O F O O O O O O O O O O O O O O C O O O O O	den av byggnaden bildade skyddade trädgården en grönskande utsikt som med sin rikedom av färger bin och tidiga nattfjärilar vidgades ut mot den långa dalen	O O O F O O O O O O O O O O O O O O O C O O O O O
1858	Han och Olivia brukade påta i trädgården om sommarkvällarna , inte på allvar , som hon gjorde om dagarna , utan roade sig med att rycka upp ett och annat mera iögonenfallande ogräs här och var , mest för nöjet att känna hur rötterna släppte från jorden när man drog i det , se de små klumparna av jord som fastnat i det underjordiska skägget , känna lukten av jord , fyllig som fruktkaka .	han och olivia brukade påta i trädgården om sommarkvällarna inte på allvar som hon gjorde om dagarna utan roade sig med att rycka upp ett och annat mera iögonenfallande ogräs här och var mest för nöjet att känna hur rötterna släppte från jorden när man drog i det se de små klumparna av jord som fastnat i det underjordiska skägget känna lukten av jord fyllig som fruktkaka	han och olivia brukade i påta trädgården om sommarkvällarna inte på allvar som gjorde hon om dagarna utan roade sig med att rycka upp ett och annat mera iögonenfallande ogräs här och var mest för nöjet att hur känna släppte rötterna från jorden när man drog i det se de små klumparna av jord som i fastnat det underjordiska känna skägget lukten av jord fyllig som fruktkaka	O O O C O F O O O O O O O F O O O O C O O O C O O O O O O O O O O O O O O O F F O O O O O C O O C O O O O O O O F O O F O O O O O O O	han och olivia brukade roade påta i trädgården om sommarkvällarna inte på allvar som hon om dagarna utan gjorde sig med känna känna att upp ett och annat mera iögonenfallande ogräs här och rycka var mest för nöjet att hur rötterna släppte från jorden när man i det se de små klumparna av jord som fastnat i det drog underjordiska skägget lukten av jord fyllig som fruktkaka	O O O C F C O O O O O O O O O O O O F O O F F O O O O O O O O O O F O O O O O O O C O O O O O O C O O O O O O C O O F O O O O O O O O
1859	Under valnötsträden hade de lagt stenplattor så att det inte skulle bli för fuktigt för den vita trädgårdsmöbeln .	under valnötsträden hade de lagt stenplattor så att det inte skulle bli för fuktigt för den vita trädgårdsmöbeln	under valnötsträden hade de lagt stenplattor så att det inte skulle bli för fuktigt för den vita trädgårdsmöbeln	O O C O C O O O O O F F O O O O O O	hade under valnötsträden de lagt stenplattor så att det inte bli för fuktigt för skulle den vita trädgårdsmöbeln	F O O O C O O O O O C O O O F O O O
1860	Där brukade de dricka whisky eller rent av eftermiddagskaffe .	där brukade de dricka whisky eller rent av eftermiddagskaffe	där brukade de dricka whisky eller rent av eftermiddagskaffe	O C O C O O O O O	där brukade de whisky eller rent av eftermiddagskaffe dricka	O C O O O O O O F
1861	Innan skymningen drog en ridå för skogen en bit därifrån brukade han ibland ströva ut , in i solljuset , vilket samlades som gyllene vatten i sänkan mellan ängarna , och skjuta en rapphöna .	innan skymningen drog en ridå för skogen en bit därifrån brukade han ibland ströva ut in i solljuset vilket samlades som gyllene vatten i sänkan mellan ängarna och skjuta en rapphöna	innan skymningen en drog ridå för skogen en bit brukade därifrån han ibland ströva ut in i solljuset vilket samlades som gyllene vatten i sänkan mellan ängarna och en skjuta rapphöna	O O O F O O O O O F O O O C O O O O O C O O O O O O O O O F O	innan skymningen en ridå drog för skogen en bit därifrån brukade han ibland ströva ut in i solljuset vilket samlades som gyllene vatten i sänkan mellan ängarna och en skjuta rapphöna	O O O O F O O O O O C O O C O O O O O C O O O O O O O O O F O
1862	Det fanns ingen som fäste sig vid sådant som jakträtt .	det fanns ingen som fäste sig vid sådant som jakträtt	fanns det ingen som fäste sig vid sådant som jakträtt	F O O O C O O O O O	det fäste fanns ingen som sig vid sådant som jakträtt	O F C O O O O O O O
1863	Och efteråt , medan skymningen föll , gjorde han ren bössan nästan på känn , och den rena , funktionella lukten av vapenolja blev till ett uttryck för den primitiva tillfredsställelse som uppgiften gav .	och efteråt medan skymningen föll gjorde han ren bössan nästan på känn och den rena funktionella lukten av vapenolja blev till ett uttryck för den primitiva tillfredsställelse som uppgiften gav	och efteråt medan skymningen föll han gjorde ren bössan nästan på känn och den rena funktionella lukten av blev vapenolja till ett uttryck för den primitiva tillfredsställelse som uppgiften gav	O O O O C O F O O O O O O O O O O O F O O O O O O O O O O C	och efteråt medan skymningen gjorde han ren bössan nästan på känn och den blev rena funktionella föll lukten av vapenolja till ett uttryck för den primitiva tillfredsställelse som uppgiften gav	O O O O C O O O O O O O O F O O F O O O O O O O O O O O O C
1864	Olivia spelade grammofonskivor med fönstren till vardagsrummet på vid gavel så att musiken nådde ut till dem .	olivia spelade grammofonskivor med fönstren till vardagsrummet på vid gavel så att musiken nådde ut till dem	olivia spelade grammofonskivor med fönstren till vardagsrummet på vid gavel så att musiken ut nådde till dem	O C O O O O O O O O O O O O F O O	olivia grammofonskivor med fönstren till vardagsrummet på vid gavel så att musiken spelade nådde ut till dem	O O O O O O O O O O O O F C O O O
1865	Den här sommaren var det Stravinskij och Poulenc ;	den här sommaren var det stravinskij och poulenc	den här var sommaren det stravinskij och poulenc	O O F O O O O O	den här sommaren var det stravinskij och poulenc	O O O C O O O O
1866	hon tillhörde den generation och klass som betalade andra kvinnor för att virka och sticka , och nu när hon själv snart skulle bli mormor gjorde hon små lustiga tygleksaker åt släktens småbarn .	hon tillhörde den generation och klass som betalade andra kvinnor för att virka och sticka och nu när hon själv snart skulle bli mormor gjorde hon små lustiga tygleksaker åt släktens småbarn	hon tillhörde den generation och klass som betalade andra kvinnor för att sticka virka och och nu när hon själv snart skulle bli mormor hon gjorde små lustiga tygleksaker åt släktens småbarn	O C O O O O O C O O O O F F O O O O O O O C C O O F O O O O O O	hon den generation och klass som andra tillhörde kvinnor för att och sticka och nu när hon själv snart skulle bli mormor hon små lustiga tygleksaker virka åt gjorde betalade släktens småbarn	O O O O O O O F O O O O C O O O O O O C C O O O O O F O F F O O
1867	Hon hade en cigarrask full med gamla udda knappar att ha till ögon , men den sköt hon nu ifrån sig ; därför att en av de saker hon hade avskytt som ung var det hyckleri som äldre kvinnor brukade omge sig med när de ställdes inför saker och ting som var av verklig vikt för dem .	hon hade en cigarrask full med gamla udda knappar att ha till ögon men den sköt hon nu ifrån sig därför att en av de saker hon hade avskytt som ung var det hyckleri som äldre kvinnor brukade omge sig med när de ställdes inför saker och ting som var av verklig vikt för dem	hade hon en cigarrask full med gamla udda knappar att ha till ögon men den sköt hon nu ifrån sig därför att en av de saker hon hade avskytt som ung var det hyckleri som äldre kvinnor brukade sig omge med när ställdes de inför saker och ting som var av verklig vikt för dem	F O O O O O O O O O C O O O O C O O O O O O O O O O O F F O O C O O O O O C O F O O F O O O O O O C O O O O O	hon hade en cigarrask full med gamla sköt udda knappar att brukade till ha ögon men den hon nu ifrån hade sig därför att en av de saker hon avskytt som ung var det hyckleri var som äldre kvinnor omge sig med när de ställdes inför saker och ting som av verklig vikt för dem	O C O O O O O F O O O F O F O O O O O O F O O O O O O O O C O O C O O F O O O C O O O O C O O O O O O O O O O
1868	Om jag minns rätt sa vi många gånger att vi skulle komma tillbaka när de hade fått sin självständighet .	om jag minns rätt sa vi många gånger att vi skulle komma tillbaka när de hade fått sin självständighet	om jag minns rätt vi sa många gånger att skulle vi komma tillbaka när de hade sin fått självständighet	O O C O O F O O O F O C O O O C O F O	om jag minns rätt fått vi många gånger att vi skulle sa tillbaka komma när de hade sin självständighet	O O C O F O O O O O C F O F O O C O O
1869	Hon sade det med en liten halvt frågande axelryckning , ett erkännande av falskheten i ett annat slags vardagsfraser i ett annat tidsskede .	hon sade det med en liten halvt frågande axelryckning ett erkännande av falskheten i ett annat slags vardagsfraser i ett annat tidsskede	sade hon det med en liten halvt frågande axelryckning ett erkännande av falskheten i ett annat slags vardagsfraser i ett annat tidsskede	F O O O O O O O O O O O O O O O O O O O O O	hon det sade med en liten halvt frågande axelryckning ett erkännande av falskheten i ett annat slags vardagsfraser i ett annat tidsskede	O O F O O O O O O O O O O O O O O O O O O O
1870	Det är inte för att man sa det .	det är inte för att man sa det	det är inte för att man sa det	O C O O O O C O	det sa är inte för att man det	O F C O O O O O
1871	Men båda visste att det var så ; på den tiden gällde det att stärka Adamson Mwetas självtillit genom att förutsätta en framtid som var verklig därför att man själv , en vit person som inte personligen hade någonting att vinna på det , visade att man trodde på att den skulle förverkligas .	men båda visste att det var så på den tiden gällde det att stärka adamson mwetas självtillit genom att förutsätta en framtid som var verklig därför att man själv en vit person som inte personligen hade någonting att vinna på det visade att man trodde på att den skulle förverkligas	men båda att visste var det så på den tiden gällde det att stärka adamson mwetas självtillit genom att en förutsätta framtid var som verklig därför att man själv en vit person som inte personligen hade någonting att vinna på det att visade trodde man på att den skulle förverkligas	O O O F F O O O O O C O O C O O O O O O F O F O O O O O O O O O O O O C O O C O O O F F O O O O C C	men båda förverkligas att det var så på den tiden det förutsätta att vinna stärka adamson mwetas självtillit genom att en framtid som var verklig gällde därför att man själv en vit person som inte personligen hade någonting att på trodde det visade att man på att den skulle visste	O O F O O C O O O O O F O F C O O O O O O O O C O F O O O O O O O O O O C O O O F O C O O O O O C F
1872	Hon såg först ut över dalen och så lugnt och stilla på honom , med det där uttrycket som sade att hon ville försöka komma underfund med vad de egentligen talade om .	hon såg först ut över dalen och så lugnt och stilla på honom med det där uttrycket som sade att hon ville försöka komma underfund med vad de egentligen talade om	hon först såg ut över dalen och så lugnt och stilla på honom med det där uttrycket sade som att hon ville försöka underfund komma med vad de talade egentligen om	O O F O O O O O O O O O O O O O O F O O O C C O F O O O F O O	hon såg först ut över dalen talade och så lugnt och stilla på honom med det där uttrycket som sade att hon komma försöka underfund med vad de egentligen ville om	O C O O O O F O O O O O O O O O O O O C O O F C O O O O O F O
1873	Ja , naturligtvis tänkte jag att vi skulle komma tillbaka , då , sade han . Innan vi gav oss i väg .	ja naturligtvis tänkte jag att vi skulle komma tillbaka då sade han innan vi gav oss i väg	ja naturligtvis tänkte jag att vi skulle tillbaka komma sade då han innan vi gav oss i väg	O O C O O O C O F F O O O O C O O O	komma ja naturligtvis jag tänkte att vi skulle tillbaka då han innan vi gav oss sade i väg	F O O O F O O C O O O O O C O F O O
1874	Liksom jag visste att vi skulle bli tvungna att lämna landet .	liksom jag visste att vi skulle bli tvungna att lämna landet	liksom jag visste att vi skulle bli tvungna att lämna landet	O O C O O F F C O C O	liksom jag att vi bli tvungna skulle att landet visste lämna	O O O O C C F O O F F
1875	Stackars Adamson , det verkade tämligen hopplöst ibland .	stackars adamson det verkade tämligen hopplöst ibland	stackars adamson det tämligen verkade hopplöst ibland	O O O O F O O	stackars adamson det tämligen hopplöst ibland verkade	O O O O O O F
1876	Men ändå gick det så fort .	men ändå gick det så fort	men gick ändå det så fort	O F O O O O	men ändå det gick så fort	O O O F O O
1877	Tio år sedan de hade beordrats hem , tio år sedan hon var en ungdomlig kvinna på fyrtio år och flickorna ännu var skolflickor .	tio år sedan de hade beordrats hem tio år sedan hon var en ungdomlig kvinna på fyrtio år och flickorna ännu var skolflickor	tio år sedan de hade beordrats hem tio år sedan hon en var ungdomlig kvinna på fyrtio år och flickorna var ännu skolflickor	O O O O C C O O O O O O F O O O O O O O F O O	tio år sedan de hade var hem tio år sedan hon en ungdomlig kvinna på fyrtio år och flickorna ännu var beordrats skolflickor	O O O O C F O O O O O O O O O O O O O O C F O
1878	Ja , vi visste att det skulle hända ... historiskt ... men inte att Adamson skulle få uppleva det , och inte vi väl ?	ja vi visste att det skulle hända ... historiskt ... men inte att adamson skulle få uppleva det och inte vi väl	ja vi visste att det skulle ... hända historiskt ... men inte att skulle adamson få uppleva det och inte vi väl	O O C O O C O F O O O O O F O C C O O O O O	ja vi att det hända ... visste historiskt ... men inte att adamson skulle få det skulle uppleva och inte vi väl	O O O O C O F O O O O O O C C O F F O O O O
1879	Huset som de hade köpt och fyllt med tillhörigheter som de haft magasinerade under alla de år de vistades i Afrika , trädgården som de hade anlagt , talade sitt tysta språk till dem .	huset som de hade köpt och fyllt med tillhörigheter som de haft magasinerade under alla de år de vistades i afrika trädgården som de hade anlagt talade sitt tysta språk till dem	huset som de hade köpt och fyllt med tillhörigheter som de haft under magasinerade alla de år vistades de i afrika trädgården som de hade anlagt sitt talade tysta språk till dem	O O O F F O C O O O O C O F O O O F O O O O O O C C O F O O O O	huset som de köpt och med tillhörigheter som de magasinerade under fyllt hade alla de år de vistades i afrika hade trädgården som de anlagt talade sitt tysta språk till haft dem	O O O C O O O O O C O F F O O O O C O O F O O O C C O O O O F O
1880	Det var inte ett hus som man lämnade .	det var inte ett hus som man lämnade	var det inte ett hus som man lämnade	F O O O O O O C	lämnade det var inte ett hus som man	F O C O O O O O
1881	De räknar med att du ska komma tillbaka , sade hon med något av stolthet i rösten .	de räknar med att du ska komma tillbaka sade hon med något av stolthet i rösten	de räknar med att du ska komma tillbaka sade hon med något av stolthet i rösten	O C O O O F F O C O O O O O O O	komma de räknar med att du ska tillbaka hon med något sade av stolthet i rösten	F O C O O O C O O O O F O O O O
1882	Adamson var onekligen uppfylld av segern .	adamson var onekligen uppfylld av segern	adamson var onekligen uppfylld av segern	O C O O O O	adamson var onekligen uppfylld av segern	O C O O O O
1883	Jag tror nästan att han kunde ha kramat om Henry Davis !	jag tror nästan att han kunde ha kramat om henry davis	jag nästan tror att kunde han ha kramat om henry davis	O O F O F O C C O O O	jag ha nästan att han kunde kramat om henry davis tror	O F O O O C C O O O F
1884	Davis var den kolonist och parlamentsledamot som på sin tid styrt om att Mweta hade förvisats till en avkrok av Västprovinsen .	davis var den kolonist och parlamentsledamot som på sin tid styrt om att mweta hade förvisats till en avkrok av västprovinsen	davis den var kolonist och parlamentsledamot som på sin styrt tid om att mweta hade förvisats till en avkrok av västprovinsen	O O F O O O O O O F O O O O C C O O O O O	davis den kolonist och parlamentsledamot hade som på var sin tid styrt om att mweta förvisats till en avkrok av västprovinsen	O O O O O F O O F O O C O O O C O O O O O
1885	Han utgår naturligtvis från att vi allesammans ska återvända efter landsflykten .	han utgår naturligtvis från att vi allesammans ska återvända efter landsflykten	han naturligtvis utgår från att vi ska allesammans återvända efter landsflykten	O O F O O O F O C O O	han utgår ska naturligtvis från att vi återvända allesammans efter landsflykten	O C F O O O O F O O O
1886	De brast båda i skratt .	de brast båda i skratt	de brast båda i skratt	O C O O O	de brast båda i skratt	O C O O O
1887	Men de fortsatte att tala om Mweta ;	men de fortsatte att tala om mweta	men de tala fortsatte att om mweta	O O F F O O O	tala men de fortsatte att om mweta	F O O C O O O
1888	den märkliga skygghet som rått mellan dem under tjugotvå års äktenskap gjorde att hon inte kunde säga : Vill du fara ?	den märkliga skygghet som rått mellan dem under tjugotvå års äktenskap gjorde att hon inte kunde säga vill du fara	den märkliga skygghet som rått mellan dem under tjugotvå års äktenskap gjorde att hon inte kunde säga vill du fara	O O O O C O O O O O O C O O O F F C O C	gjorde den märkliga skygghet som mellan dem under tjugotvå års äktenskap att hon inte rått kunde vill säga du fara	F O O O O O O O O O O O O O F C C F O C
1889	Den lidelsefulla begynnelsen , den mångåriga öppenheten och förståelsen mellan dem borde ha gjort det naturligt att hon skulle veta vad han ville .	den lidelsefulla begynnelsen den mångåriga öppenheten och förståelsen mellan dem borde ha gjort det naturligt att hon skulle veta vad han ville	den lidelsefulla begynnelsen den mångåriga öppenheten och förståelsen mellan dem borde ha gjort det naturligt att hon skulle vad veta ville han	O O O O O O O O O O F F C O O O O C O F F O	den lidelsefulla skulle begynnelsen den ha mångåriga öppenheten och veta förståelsen mellan dem borde gjort det naturligt att hon vad han ville	O O F O O F O O O F O O O C C O O O O O O C
1890	Och på sitt sätt gjorde hon det . De följde nämligen en regel som var så djupt inrotad , så självklar att de aldrig hade diskuterat den :	och på sitt sätt gjorde hon det de följde nämligen en regel som var så djupt inrotad så självklar att de aldrig hade diskuterat den	och på sitt sätt gjorde hon det de följde nämligen en regel som så var inrotad djupt så självklar att de aldrig hade diskuterat den	O O O O C O O O C O O O O O F F O O O O O O C C O	och på inrotad sitt sätt gjorde hon det de nämligen en regel som diskuterat var så djupt så självklar att de aldrig hade följde den	O O F O O C O O O O O O O F C O O O O O O O C F O
1891	man stod till förfogande var helst man kunde göra nytta .	man stod till förfogande var helst man kunde göra nytta	man förfogande stod till var helst man kunde göra nytta	O F F O O O O C C O	man till stod förfogande var kunde helst man göra nytta	O O F C O F O O C O
1892	Vad annat hade man att rätta sig efter ?	vad annat hade man att rätta sig efter	vad annat man hade rätta att sig efter	O O O F F O O O	vad annat man hade att rätta sig efter	O O O F O C O O
1893	Så frågan om vad de egentligen talade om bestod i grund och botten av hennes dolda , undertryckta , indämda önskan att få veta om detta hus , detta liv i Wiltshire , detta liv – till sist – för honom tedde sig som det slutgiltiga , innerst inne .	så frågan om vad de egentligen talade om bestod i grund och botten av hennes dolda undertryckta indämda önskan att få veta om detta hus detta liv i wiltshire detta liv – till sist – för honom tedde sig som det slutgiltiga innerst inne	så frågan om vad de egentligen talade om bestod i grund och botten av hennes dolda undertryckta indämda önskan att få veta om detta hus detta liv i wiltshire detta liv – till sist – för honom tedde sig som det slutgiltiga innerst inne	O O O O O O C O C O O O O O O O O O O O F F O O O O O O O O O O O O O O O C O O O O O O	så frågan om vad de egentligen om i grund talade och botten av hennes dolda undertryckta indämda bestod önskan att få veta om detta hus detta liv i wiltshire detta liv – till sist – för honom tedde sig som det slutgiltiga innerst inne	O O O O O O O O O F O O O O O O O F O O C C O O O O O O O O O O O O O O O C O O O O O O
1894	Ty det slog henne plötsligt att så hade det varit för henne .	ty det slog henne plötsligt att så hade det varit för henne	ty det slog henne plötsligt att så varit hade det för henne	O O C O O O O F F O O O	ty varit det slog henne plötsligt att så hade det för henne	O F O C O O O O C O O O
1895	Hon var trots allt engelska ( bokstavligen , trots allt som livet fört med sig ) .	hon var trots allt engelska bokstavligen trots allt som livet fört med sig	hon var trots allt engelska bokstavligen trots allt som livet fört med sig	O C O O O O O O O O C O O	hon var trots allt engelska bokstavligen trots allt som livet med fört sig	O C O O O O O O O O O F O
1896	Hon hade hämtat ut de magasinerade möbler och familjeägodelar som bara hade varit till besvär för henne när de tillsammans hade lämnat England för tjugo år sedan . Och medan hon satte dem på plats hade hon ofrånkomligen accepterat den tillvaro som ordnandet av den sortens föremål avsåg att tillgodose och som hennes betryggande personliga inkomster möjliggjorde .	hon hade hämtat ut de magasinerade möbler och familjeägodelar som bara hade varit till besvär för henne när de tillsammans hade lämnat england för tjugo år sedan och medan hon satte dem på plats hade hon ofrånkomligen accepterat den tillvaro som ordnandet av den sortens föremål avsåg att tillgodose och som hennes betryggande personliga inkomster möjliggjorde	hon hade hämtat ut de magasinerade möbler och familjeägodelar som bara hade varit till besvär för henne när de tillsammans hade lämnat england för tjugo år sedan och medan hon satte dem på plats hade hon ofrånkomligen den accepterat tillvaro som ordnandet av den sortens avsåg föremål att tillgodose och som hennes betryggande personliga inkomster möjliggjorde	O F F O O O O O O O O C C O O O O O O O F F O O O O O O O O C O O O C O O O F O O O O O O F O O C O O O O O O C	hon tillgodose hade hämtat ut de magasinerade möbler och familjeägodelar som bara hade till besvär för avsåg henne när de tillsammans hade england för tjugo år sedan varit och medan hon dem på plats hade hon ofrånkomligen accepterat den tillvaro som ordnandet av den sortens föremål lämnat att och som hennes betryggande personliga satte inkomster möjliggjorde	O F F C O O O O O O O O C O O O F O O O O C O O O O O F O O O O O O C O O C O O O O O O O O F O O O O O O F O C
1897	I det rum som de hade utsett till hans arbetsrum utgjorde hennes farfarsfars skrivbord , som av naturliga skäl hade kommit att bli hans – en väldig , värdig yta i svartröd marokäng med dekor i nästan utplånat guld – den rätta platsen för att skriva den grundligt dokumenterade historia över territoriet ( Mwetas land ) som aldrig tidigare hade försökts ; inte kolonialdepartementets buxbomsbord vid vilket man sysslade med statliga blanketter och ägnade sig åt empiriskt klotter rörande administrativa eller politiska frågor .	i det rum som de hade utsett till hans arbetsrum utgjorde hennes farfarsfars skrivbord som av naturliga skäl hade kommit att bli hans – en väldig värdig yta i svartröd marokäng med dekor i nästan utplånat guld – den rätta platsen för att skriva den grundligt dokumenterade historia över territoriet mwetas land som aldrig tidigare hade försökts inte kolonialdepartementets buxbomsbord vid vilket man sysslade med statliga blanketter och ägnade sig åt empiriskt klotter rörande administrativa eller politiska frågor	i det rum som de hade utsett till hans arbetsrum utgjorde hennes farfarsfars skrivbord som av naturliga skäl hade bli kommit att hans – en väldig värdig yta i svartröd marokäng med dekor i nästan utplånat guld – den rätta platsen för att skriva den grundligt dokumenterade historia över territoriet mwetas land som aldrig tidigare hade inte försökts kolonialdepartementets buxbomsbord vid vilket sysslade man med statliga blanketter och ägnade sig åt empiriskt klotter rörande administrativa eller politiska frågor	O O O O O F F O O O C O O O O O O O C F F O O O O O O O O O O O O O O O O O O O O O O C O O O O O O O O O O O C O F O O O O F O O O O O C O O O O O O O O O	i det rum som kommit de hade hade utsett till hans arbetsrum utgjorde hennes farfarsfars skrivbord som av naturliga skäl hade ägnade att bli hans – en väldig värdig yta i svartröd marokäng med dekor i nästan utplånat guld – den rätta platsen för att skriva den grundligt dokumenterade historia över territoriet mwetas land som aldrig tidigare inte försökts kolonialdepartementets sysslade buxbomsbord vid vilket man med statliga blanketter och sig åt empiriskt klotter rörande administrativa eller politiska frågor	O O O O F O F C C O O O C O O O O O O O C F O C O O O O O O O O O O O O O O O O O O O O O C O O O O O O O O O O O O F O F O O O O O O O O O O O O O O O O O
1898	I den doftande , nattfjärilsmjuka kvällen kände hon närvaron av huset som om någon stod bakom henne .	i den doftande nattfjärilsmjuka kvällen kände hon närvaron av huset som om någon stod bakom henne	i den doftande nattfjärilsmjuka kvällen kände hon närvaron av huset som om någon bakom stod henne	O O O O O C O O O O O O O O F O	i den doftande nattfjärilsmjuka kvällen kände hon närvaron av stod huset som om någon bakom henne	O O O O O C O O O F O O O O O O
1899	Hon visste inte om också han kände det ; och hon kunde inte försöka ta reda på det , för om det skulle visa sig att han inte gjorde det ... hon hade ibland en förkänsla av att man som medelålders kunde finna att man på ett enda ögonblick hade mist allt : äkta man och älskare och vän , barn ; det var som om de aldrig hade funnits eller som om man utan att själv veta om det hade gått ifrån dem och nu stod där lamslagen inför upptäckten .	hon visste inte om också han kände det och hon kunde inte försöka ta reda på det för om det skulle visa sig att han inte gjorde det ... hon hade ibland en förkänsla av att man som medelålders kunde finna att man på ett enda ögonblick hade mist allt äkta man och älskare och vän barn det var som om de aldrig hade funnits eller som om man utan att själv veta om det hade gått ifrån dem och nu stod där lamslagen inför upptäckten	visste hon inte om också han kände det och hon kunde inte försöka ta reda på det för om det skulle visa sig att han inte det gjorde ... hade hon ibland en förkänsla av att man som medelålders kunde finna att man på ett enda ögonblick hade mist allt äkta man och älskare och vän barn det var som om de aldrig hade eller funnits som om man utan att veta själv om det hade gått ifrån dem och nu där stod lamslagen inför upptäckten	F O O O O O C O O O C O F F O O O O O O C C O O O O O F O F O O O O O O O O O C C O O O O O O F F O O O O O O O O O C O O O O C O F O O O O O F O O O C C O O O O O F O O O	hon inte om också han kände det och finna hon inte ta reda på det för om det veta skulle sig kunde att han inte gjorde det ... hon ibland en förkänsla av att man som medelålders att man på ett visa enda ögonblick hade allt äkta mist man och älskare och vän barn det var hade som om de funnits aldrig hade eller som visste om man utan att själv om det hade gått ifrån försöka dem och kunde nu stod där lamslagen inför upptäckten	O O O O O C O O F O O C O O O O O O F C O F O O O C O O O O O O O O O O O O O O O F O O C O O F O O O O O O O C F O O O F O C O O F O O O O O O O C C O F O O F O C O O O O
1900	De följde med blicken fjärilarna nere bland tobaksblommorna .	de följde med blicken fjärilarna nere bland tobaksblommorna	följde de med blicken fjärilarna nere bland tobaksblommorna	F O O O O O O O	de följde med blicken fjärilarna nere bland tobaksblommorna	O C O O O O O O
1901	Med det tonfall som är så karakteristiskt för en engelska , vilket uttrycker en saklig förfrågan och bakom vilket generationer av hennes gelikar hade tagit skydd , sade hon : Sa Mweta hur länge det gällde ?	med det tonfall som är så karakteristiskt för en engelska vilket uttrycker en saklig förfrågan och bakom vilket generationer av hennes gelikar hade tagit skydd sade hon sa mweta hur länge det gällde	med det tonfall som är så karakteristiskt för en engelska vilket uttrycker en saklig förfrågan och bakom vilket generationer av hennes gelikar hade tagit skydd sade hon sa mweta hur länge det gällde	O O O O C O O O O O O C O O O O O O O O O O F F O C O C O O O O C	med det tonfall som gällde så karakteristiskt för en engelska vilket uttrycker sade en saklig förfrågan och bakom vilket generationer av hennes gelikar hade tagit skydd är hon sa mweta hur länge det	O O O O F O O O O O O C F O O O O O O O O O O C C O F O C O O O O
1902	Det var naturligtvis i stort sett en artighetsgest .	det var naturligtvis i stort sett en artighetsgest	det naturligtvis var i sett stort en artighetsgest	O O F O F O O O	det naturligtvis i stort var sett en artighetsgest	O O O O F C O O
1903	Nej ... han nämnde det ju redan i går , eller hur ?	nej ... han nämnde det ju redan i går eller hur	nej ... han nämnde det ju redan i går eller hur	O O O C O O O O O O O	nej ... han nämnde det ju redan i går eller hur	O O O C O O O O O O O
1904	Du missförstod honom i går .	du missförstod honom i går	du honom missförstod i går	O O F O O	du missförstod honom i går	O C O O O
1905	Ett år ? Sex månader ? Vad tror du ?	ett år sex månader vad tror du	ett år sex månader tror vad du	O O O O F O O	tror ett år sex månader vad du	F O O O O O O
1906	Vita som fått befattningar i afrikanska länder som blivit självständiga var vanligtvis anställda på kontrakt .	vita som fått befattningar i afrikanska länder som blivit självständiga var vanligtvis anställda på kontrakt	vita som fått befattningar i afrikanska länder som blivit självständiga anställda var vanligtvis på kontrakt	O O C O O O O O C O F F O O O	vita som befattningar i var afrikanska länder som blivit självständiga fått vanligtvis anställda på kontrakt	O O O O F O O O C O F O C O O
