idx	original	no_punc_lower	adjacent	adjacent_gold	random	random_gold
932	Dit is baie duidelik dat die reguleringstelsel wat ons in plek het , onvoldoende is .	dit is baie duidelik dat die reguleringstelsel wat ons in plek het onvoldoende is	dit is baie duidelik dat die reguleringstelsel wat ons in plek is het onvoldoende	O C O O O O O O O O O F F O	dit is baie duidelik dat het die reguleringstelsel wat ons in plek onvoldoende is	O C O O O F O O O O O O O C
933	Dit is van toepassing op kwessies soos loonvlakke , die afdwing van riglyne op geldafleweringsvoertuie , en dergelike meer .	dit is van toepassing op kwessies soos loonvlakke die afdwing van riglyne op geldafleweringsvoertuie en dergelike meer	dit is van toepassing op kwessies soos loonvlakke die afdwing van riglyne op geldafleweringsvoertuie en dergelike meer	O C O O O O O O O O O O O O O O O	dit is van toepassing op kwessies soos loonvlakke die afdwing van riglyne op geldafleweringsvoertuie en dergelike meer	O C O O O O O O O O O O O O O O O
934	Ons sal hierdie kwessie in die loop van die jaar in oënskou neem sodat ons , afgesien van 'n verbetering in die werk van die polisie , ook saam met die privaat veiligheidsindustrie 'n omgewing kan skep waarin daar werklik aan die publiek se verwagtinge omtrent veiligheid , waaraan hulpbronne van reusagtige omvang bestee word , voldoen kan word .	ons sal hierdie kwessie in die loop van die jaar in oënskou neem sodat ons afgesien van 'n verbetering in die werk van die polisie ook saam met die privaat veiligheidsindustrie 'n omgewing kan skep waarin daar werklik aan die publiek se verwagtinge omtrent veiligheid waaraan hulpbronne van reusagtige omvang bestee word voldoen kan word	ons sal hierdie kwessie in die loop van die jaar in oënskou sodat neem ons afgesien van 'n verbetering in die werk van die polisie ook saam met die privaat veiligheidsindustrie 'n kan omgewing skep waarin daar werklik aan die publiek se verwagtinge omtrent veiligheid waaraan hulpbronne van reusagtige omvang bestee word voldoen kan word	O C O O O O O O O O O O O F O O O O O O O O O O O O O O O O O O F O C O O O O O O O O O O O O O O O C F F C C	ons hierdie kwessie in die voldoen loop van die jaar in sal oënskou sodat ons afgesien van 'n word verbetering in die werk van die polisie ook saam met die privaat veiligheidsindustrie 'n omgewing kan skep waarin daar werklik neem aan die publiek se verwagtinge omtrent veiligheid waaraan hulpbronne van reusagtige omvang bestee word kan	O O O O O F O O O O O F O O O O O O F O O O O O O O O O O O O O O O C C O O O F O O O O O O O O O O O O C C C
935	Ons sal ook voortgaan om 'n groter poging aan te wend om ons howe beter te laat funksioneer en om die tempo waarteen agterstande in die verhoor van sake weggewerk word , te versnel .	ons sal ook voortgaan om 'n groter poging aan te wend om ons howe beter te laat funksioneer en om die tempo waarteen agterstande in die verhoor van sake weggewerk word te versnel	ons voortgaan sal ook om 'n groter poging aan te wend om ons howe beter te laat en funksioneer om die tempo waarteen agterstande in die verhoor van weggewerk sake word te versnel	O F F O O O O O O O C O O O O O C O F O O O O O O O O O F O C O C	ons ook voortgaan om 'n groter poging aan te om word ons howe beter te laat funksioneer en om sal die tempo waarteen agterstande weggewerk wend in die verhoor van sake te versnel	O O C O O O O O O O F O O O O C C O O F O O O O F F O O O O O O C
936	En ons sal sorg dat besluite om Korrektiewe Dienste se infrastruktuur uit te brei , die bestuur van grensbeheer te verbeter , en immigrasie- en dokumentasiedienste te verbeter , in werking gestel word .	en ons sal sorg dat besluite om korrektiewe dienste se infrastruktuur uit te brei die bestuur van grensbeheer te verbeter en immigrasie- en dokumentasiedienste te verbeter in werking gestel word	en ons sal sorg dat besluite om korrektiewe dienste se infrastruktuur uit te brei die bestuur van grensbeheer te verbeter en immigrasie- en dokumentasiedienste te in verbeter gestel werking word	O O F F O O O O O O O O O C O O O O O C O O O O O O F F O C	en ons dat besluite om korrektiewe dienste se infrastruktuur uit te die sal bestuur sorg van grensbeheer te verbeter en brei immigrasie- en dokumentasiedienste gestel te verbeter in werking word	O O O O O O O O O O O O F O F O O O C O F O O O F O C O O C
937	Baie van die gebreke in die verbetering van dienste aan die bevolking het hulle oorsprong ten dele in onvoldoende kapasiteit en stelsels waarmee die inwerkingstelling gemoniteer kan word .	baie van die gebreke in die verbetering van dienste aan die bevolking het hulle oorsprong ten dele in onvoldoende kapasiteit en stelsels waarmee die inwerkingstelling gemoniteer kan word	baie van die gebreke in die verbetering van dienste aan die bevolking het hulle oorsprong ten dele in onvoldoende kapasiteit en stelsels waarmee die inwerkingstelling gemoniteer kan word	O O O O O O O O O O O O C O O O O O O O O O O O O F F C	baie van die gebreke in gemoniteer die verbetering van dienste aan die bevolking hulle het oorsprong ten dele in onvoldoende kapasiteit en stelsels waarmee die inwerkingstelling kan word	O O O O O F O O O O O O O O F O O O O O O O O O O O C C
938	As gevolg hiervan sal die kwessie van die organisasie en kapasiteit van die staat in die tydperk tot 2009 vir ons 'n saak van groot erns bly .	as gevolg hiervan sal die kwessie van die organisasie en kapasiteit van die staat in die tydperk tot 2009 vir ons 'n saak van groot erns bly	as gevolg hiervan sal die kwessie van die organisasie en kapasiteit van die staat in die tydperk tot 2009 vir ons 'n saak van groot erns bly	O O O C O O O O O O O O O O O O O O O O O O O O O O C	as gevolg hiervan sal die kwessie van die organisasie en kapasiteit van die staat in die tydperk tot 2009 vir ons 'n bly saak van groot erns	O O O C O O O O O O O O O O O O O O O O O O F O O O O
939	Wat onder andere 'n kritieke area vir strategiese ingryping blyk te gewees het , is die inhoud van die opleiding wat staatsamptenare in verskeie instellings ontvang en die rol van die Suid-Afrikaanse Bestuursontwikkelingsinstituut ( Samdi ) , wat in werklikheid die grootste diensverskaffer behoort te wees , ook ten opsigte van die massa-inlywing van staatsamptenare .	wat onder andere 'n kritieke area vir strategiese ingryping blyk te gewees het is die inhoud van die opleiding wat staatsamptenare in verskeie instellings ontvang en die rol van die suid-afrikaanse bestuursontwikkelingsinstituut samdi wat in werklikheid die grootste diensverskaffer behoort te wees ook ten opsigte van die massa-inlywing van staatsamptenare	wat onder andere 'n kritieke area vir strategiese ingryping gewees blyk te het die is inhoud van die opleiding wat staatsamptenare in verskeie ontvang instellings en die rol van die suid-afrikaanse bestuursontwikkelingsinstituut samdi wat in werklikheid die grootste diensverskaffer behoort te wees ook ten opsigte van die massa-inlywing van staatsamptenare	O O O O O O O O O F F O C O F O O O O O O O O F O O O O O O O O O O O O O O O C O C O O O O O O O O	wat onder het blyk andere 'n kritieke area vir strategiese ingryping te gewees is die inhoud van die opleiding wat staatsamptenare in verskeie instellings ontvang en die rol van die suid-afrikaanse bestuursontwikkelingsinstituut samdi wat wees in werklikheid die behoort grootste diensverskaffer te ook ten opsigte van die massa-inlywing van staatsamptenare	O O F F O O O O O O O O C C O O O O O O O O O O C O O O O O O O O O F O O O F O O O O O O O O O O O
940	Departemente se vlakke van voldoening met betrekking tot openbare diens en finansiële bestuur is betreklik gemeng .	departemente se vlakke van voldoening met betrekking tot openbare diens en finansiële bestuur is betreklik gemeng	departemente se vlakke van voldoening met betrekking tot openbare diens en finansiële bestuur gemeng is betreklik	O O O O O O O O O O O O O F F O	departemente se gemeng vlakke van voldoening met betrekking tot openbare diens en finansiële bestuur is betreklik	O O F O O O O O O O O O O O C O
941	Dit kan vanselfsprekend nie verder geduld word nie , selfs as ons in aanmerking neem dat ouditvereistes op nasionale en provinsiale vlak strenger geword het .	dit kan vanselfsprekend nie verder geduld word nie selfs as ons in aanmerking neem dat ouditvereistes op nasionale en provinsiale vlak strenger geword het	dit kan vanselfsprekend nie verder geduld nie word selfs as ons in neem aanmerking dat ouditvereistes op nasionale en provinsiale vlak strenger geword het	O C O O O C O F O O O O F O O O O O O O O O C C	dit kan vanselfsprekend nie verder word nie selfs as ons in aanmerking dat ouditvereistes op nasionale geduld geword en provinsiale vlak strenger neem het	O C O O O C O O O O O O O O O O F F O O O O F C
942	In hierdie opsig is die toepassing van die prestasieooreenkomsstelsel , veral op senior bestuursvlak , van kritieke belang .	in hierdie opsig is die toepassing van die prestasieooreenkomsstelsel veral op senior bestuursvlak van kritieke belang	in hierdie opsig die is toepassing van die prestasieooreenkomsstelsel veral op senior bestuursvlak van kritieke belang	O O O O F O O O O O O O O O O O	in is hierdie opsig die toepassing van die prestasieooreenkomsstelsel veral op senior bestuursvlak van kritieke belang	O F O O O O O O O O O O O O O O
943	Programme ter verbetering van ons stelsel van plaaslike regering word teen 'n vinnige pas voortgesit .	programme ter verbetering van ons stelsel van plaaslike regering word teen 'n vinnige pas voortgesit	programme ter verbetering van ons stelsel van plaaslike word regering teen 'n vinnige pas voortgesit	O O O O O O O O F O O O O O C	programme ter verbetering van ons stelsel van word plaaslike regering teen 'n vinnige pas voortgesit	O O O O O O O F O O O O O O C
944	Ná die plaaslike verkiesings van Maart 2006 is inlywingsprogramme dadelik aangebied , aangesien 62% van alle burgemeesters nuut was .	ná die plaaslike verkiesings van maart 2006 is inlywingsprogramme dadelik aangebied aangesien 62% van alle burgemeesters nuut was	ná die plaaslike verkiesings van maart 2006 is inlywingsprogramme dadelik aangesien aangebied 62% van alle burgemeesters was nuut	O O O O O O O C O O O F O O O O F O	ná die plaaslike verkiesings van maart 2006 inlywingsprogramme dadelik aangebied aangesien 62% van alle burgemeesters is nuut was	O O O O O O O O O C O O O O O F O C
945	Wat egter kommerwekkend is , is dat daar in talle van hierdie munisipaliteite steeds vakatures in die senior bestuur en op professionele vlak is of ontstaan het .	wat egter kommerwekkend is is dat daar in talle van hierdie munisipaliteite steeds vakatures in die senior bestuur en op professionele vlak is of ontstaan het	wat egter kommerwekkend is is dat daar in talle van hierdie munisipaliteite steeds vakatures in die senior bestuur en op professionele vlak ontstaan is of het	O O O C C O O O O O O O O O O O O O O O O O F F O C	wat egter kommerwekkend is dat daar in talle van hierdie munisipaliteite steeds vakatures in die is senior bestuur en op professionele vlak is of ontstaan het	O O O F O O O O O O O O O O O F O O O O O O C O C C
946	In September verlede jaar het 27% van alle munisipaliteite byvoorbeeld nie munisipale bestuurders gehad nie , was meer as 50% van die senior bestuursposte in die Noordwes vakant en het slegs 1% van alle senior bestuurders in Mpumalanga sleutelprestasieooreenkomste gesluit .	in september verlede jaar het 27% van alle munisipaliteite byvoorbeeld nie munisipale bestuurders gehad nie was meer as 50% van die senior bestuursposte in die noordwes vakant en het slegs 1% van alle senior bestuurders in mpumalanga sleutelprestasieooreenkomste gesluit	in september verlede jaar het 27% van alle munisipaliteite byvoorbeeld nie munisipale bestuurders was gehad nie meer as 50% van die senior bestuursposte in die noordwes vakant en het slegs 1% van alle senior bestuurders in mpumalanga sleutelprestasieooreenkomste gesluit	O O O O C O O O O O O O O F F O O O O O O O O O O O O O C O O O O O O O O O C	in september verlede was jaar het 27% gesluit van alle munisipaliteite byvoorbeeld nie munisipale bestuurders gehad nie meer as 50% van die senior bestuursposte in die noordwes vakant en het slegs 1% van alle senior bestuurders in mpumalanga sleutelprestasieooreenkomste	O O O F O C O F O O O O O O O C O O O O O O O O O O O O O C O O O O O O O O O
947	Ons gaan voort om hierdie uitdagings die hoof te bied en sal al die nodige take uitvoer wat in ons vyfjaar- strategiese plan vir plaaslike regering vervat is , met inbegrip van daadwerklike hulp deur nasionale en provinsiale strukture aan munisipaliteite , die ontplooiing van opgeleide personeel , wat professionele vrywilligers uit die publiek insluit , en die versterking van wykskomitees , waarvan 80% reeds oor die hele land in die lewe geroep is .	ons gaan voort om hierdie uitdagings die hoof te bied en sal al die nodige take uitvoer wat in ons vyfjaar- strategiese plan vir plaaslike regering vervat is met inbegrip van daadwerklike hulp deur nasionale en provinsiale strukture aan munisipaliteite die ontplooiing van opgeleide personeel wat professionele vrywilligers uit die publiek insluit en die versterking van wykskomitees waarvan 80% reeds oor die hele land in die lewe geroep is	ons voort gaan om hierdie uitdagings die hoof bied te en sal al die nodige take uitvoer wat in ons vyfjaar- strategiese plan vir plaaslike regering vervat is met inbegrip van daadwerklike hulp deur nasionale en provinsiale strukture aan munisipaliteite die ontplooiing van opgeleide personeel wat professionele vrywilligers uit die publiek insluit en die versterking van wykskomitees waarvan 80% reeds oor die hele land in die lewe geroep is	O O F O O O O O F O O C O O O O C O O O O O O O O O F F O O O O O O O O O O O O O O O O O O O O O O O C O O O O O O O O O O O O O O O C C	ons voort om hierdie uitdagings die sal insluit hoof te bied en al die nodige take geroep uitvoer wat in ons gaan vyfjaar- strategiese plan vir plaaslike regering is vervat is met inbegrip van daadwerklike hulp deur nasionale en provinsiale strukture aan munisipaliteite die ontplooiing van opgeleide personeel wat professionele vrywilligers uit die publiek en die versterking van wykskomitees waarvan 80% reeds oor die hele land in die lewe	O O O O O O F F O O C O O O O O F C O O O F O O O O O O F C C O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
948	Daar word voortgegaan met die implementering van die program vir die belyning van beplanningsinstrumente regdeur alle regeringsfere ( dit wil sê die nasionale ruimtelikeontwikkelingsperspektief , provinsiale groei- en ontwikkelingstrategieë en geïntegreerde ontwikkelingsprogramme ) .	daar word voortgegaan met die implementering van die program vir die belyning van beplanningsinstrumente regdeur alle regeringsfere dit wil sê die nasionale ruimtelikeontwikkelingsperspektief provinsiale groei- en ontwikkelingstrategieë en geïntegreerde ontwikkelingsprogramme	daar word voortgegaan met die implementering van die program vir die belyning van beplanningsinstrumente regdeur alle regeringsfere dit wil die sê nasionale ruimtelikeontwikkelingsperspektief provinsiale groei- en ontwikkelingstrategieë en geïntegreerde ontwikkelingsprogramme	O F F O O O O O O O O O O O O O O O C O F O O O O O O O O O	daar word wil voortgegaan met die implementering van die program vir sê die belyning van beplanningsinstrumente regdeur alle regeringsfere dit die nasionale ruimtelikeontwikkelingsperspektief provinsiale groei- en ontwikkelingstrategieë en geïntegreerde ontwikkelingsprogramme	O C F C O O O O O O O F O O O O O O O O O O O O O O O O O O
949	Loodsprogramme wat op volle belyning gerig is , is reeds in 13 distrikte en metro's in werking gestel .	loodsprogramme wat op volle belyning gerig is is reeds in 13 distrikte en metro's in werking gestel	loodsprogramme wat op volle gerig belyning is is reeds in 13 distrikte en metro's in werking gestel	O O O O F O C C O O O O O O O O C	loodsprogramme wat op volle belyning gerig is reeds in 13 gestel distrikte en metro's in is werking	O O O O O C C O O O F O O O O F O
950	Hierdie loodsprojekte behoort teen die einde van die jaar afgehandel te wees .	hierdie loodsprojekte behoort teen die einde van die jaar afgehandel te wees	hierdie loodsprojekte teen behoort die einde van die jaar afgehandel wees te	O O O F O O O O O O F O	hierdie loodsprojekte behoort teen wees die einde van die jaar afgehandel te	O O C O F O O O O O O O
951	Ons is trots op ons goeie rekord dat meer as die helfte van alle distrikte en metro's reeds hulle spitsberade vir groei en ontwikkeling gehou het , en dat die res van plan is om dit nie later nie as teen die einde van Februarie te hou .	ons is trots op ons goeie rekord dat meer as die helfte van alle distrikte en metro's reeds hulle spitsberade vir groei en ontwikkeling gehou het en dat die res van plan is om dit nie later nie as teen die einde van februarie te hou	ons is trots op ons goeie rekord dat meer as die helfte van alle distrikte en metro's reeds hulle spitsberade vir groei en ontwikkeling gehou het en dat die res van plan is om dit nie later nie as teen die einde van februarie te hou	O C O O O O O O O O O O O O O O O O O O O O O O F F O O O O O O C O O O O O O O O O O O O C	ons trots op ons goeie rekord dat meer as die helfte van alle is distrikte en metro's reeds hulle spitsberade gehou vir groei en ontwikkeling het en dat die res van plan is om dit nie later nie as teen die einde van februarie te hou	O O O O O O O O O O O O O F O O O O O O F O O O O C O O O O O O C O O O O O O O O O O O O C
952	Dit sal die grondslag lê waarvolgens alle maatskaplike vennote plaaslike ekonomiese ontwikkeling kan bespoedig .	dit sal die grondslag lê waarvolgens alle maatskaplike vennote plaaslike ekonomiese ontwikkeling kan bespoedig	dit die sal lê grondslag waarvolgens alle maatskaplike vennote plaaslike ekonomiese ontwikkeling kan bespoedig	O O F F O O O O O O O O C C	dit die grondslag kan lê waarvolgens alle maatskaplike vennote plaaslike sal ekonomiese ontwikkeling bespoedig	O O O F C O O O O O F O O C
953	Ek wil by hierdie geleentheid my dank teenoor Adjunkpresident Phumzile Mlambo-Ngcuka betuig vir haar inspirerende leierskap in die inwerkingstelling van die Inisiatief vir Versnelde en Gedeelde Groei vir Suid-Afrika ( AsgiSA ) , haar samewerking met ministers en premiers wat die taakspan verteenwoordig , en die konkrete wyse waarop sy baie spesifieke kwessies wat uitgevoer moes word om 'n hoër koers van belegging en indiensstelling te bewerkstellig , asook kwessies met betrekking tot vaardigheidsontwikkeling en die doeltreffendheid van die Staatsdiens , hanteer het .	ek wil by hierdie geleentheid my dank teenoor adjunkpresident phumzile mlambo-ngcuka betuig vir haar inspirerende leierskap in die inwerkingstelling van die inisiatief vir versnelde en gedeelde groei vir suid-afrika asgisa haar samewerking met ministers en premiers wat die taakspan verteenwoordig en die konkrete wyse waarop sy baie spesifieke kwessies wat uitgevoer moes word om 'n hoër koers van belegging en indiensstelling te bewerkstellig asook kwessies met betrekking tot vaardigheidsontwikkeling en die doeltreffendheid van die staatsdiens hanteer het	ek by wil hierdie geleentheid my dank teenoor adjunkpresident phumzile betuig mlambo-ngcuka vir haar inspirerende leierskap in die inwerkingstelling van die inisiatief vir versnelde en gedeelde groei vir suid-afrika asgisa haar samewerking met ministers en premiers wat die taakspan verteenwoordig en die konkrete wyse waarop sy baie spesifieke kwessies wat uitgevoer moes word om 'n hoër koers van belegging en indiensstelling te bewerkstellig asook kwessies met betrekking tot vaardigheidsontwikkeling en die doeltreffendheid van die staatsdiens hanteer het	O O F O O O O O O O F O O O O O O O O O O O O O O O O O O O O O O O O O O O O C O O O O O O O O O O C F F O O O O O O O O O C O O O O O O O O O O O O C C	verteenwoordig ek wil by hierdie geleentheid my dank teenoor adjunkpresident phumzile mlambo-ngcuka betuig vir hanteer haar inspirerende leierskap in die inwerkingstelling van die inisiatief word vir versnelde en gedeelde groei vir suid-afrika asgisa haar samewerking met ministers en premiers wat die taakspan en die konkrete wyse waarop sy baie spesifieke kwessies wat uitgevoer moes om 'n hoër koers van belegging en indiensstelling te asook kwessies met betrekking tot vaardigheidsontwikkeling en die bewerkstellig doeltreffendheid van die staatsdiens het	F O C O O O O O O O O O C O F O O O O O O O O O F O O O O O O O O O O O O O O O O O O O O O O O O O O O C C O O O O O O O O O O O O O O O O O F O O O O C
954	Ons het hoë waardering vir die bydrae wat alle lede van die uitvoerende gesag en ons staatsdiensbestuurders , oor al drie regeringsvlakke heen , gelewer het om leiding aan hierdie proses te gee en die regeringsprogram in sy geheel in werking te stel .	ons het hoë waardering vir die bydrae wat alle lede van die uitvoerende gesag en ons staatsdiensbestuurders oor al drie regeringsvlakke heen gelewer het om leiding aan hierdie proses te gee en die regeringsprogram in sy geheel in werking te stel	ons hoë het waardering vir die bydrae wat alle lede van die uitvoerende gesag en ons staatsdiensbestuurders oor al drie regeringsvlakke gelewer heen het om leiding aan hierdie proses te en gee die regeringsprogram in sy geheel in werking stel te	O O F O O O O O O O O O O O O O O O O O O F O C O O O O O O O F O O O O O O O F O	ons het hoë gee waardering stel vir die bydrae wat alle lede van die uitvoerende gesag en ons staatsdiensbestuurders oor al drie regeringsvlakke heen gelewer het om leiding aan hierdie proses te en die regeringsprogram in sy geheel in werking te	O C O F O F O O O O O O O O O O O O O O O O O O C C O O O O O O O O O O O O O O O
955	Dit staan sentraal in ons pogings om alle lelike en weersinwekkende dinge in ons samelewing uit te wis sodat ons die vryheid en geluk wat bevryding meebring , kan ervaar .	dit staan sentraal in ons pogings om alle lelike en weersinwekkende dinge in ons samelewing uit te wis sodat ons die vryheid en geluk wat bevryding meebring kan ervaar	dit staan sentraal in ons pogings om alle lelike en weersinwekkende dinge in ons samelewing uit te wis sodat ons die vryheid en geluk wat bevryding meebring kan ervaar	O C O O O O O O O O O O O O O O O C O O O O O O O O F F C	dit sentraal in ons pogings om alle lelike en weersinwekkende dinge kan in staan ons samelewing uit te wis sodat ons die vryheid en geluk wat bevryding meebring ervaar	O O O O O O O O O O O F O F O O O O C O O O O O O O O C C
956	Die oorsig voltooi van die land se ervaring met die artikulasie van onder meer makro-ekonomiese aanduiders soos die wisselkoers , inflasie- en rentekoerse , om maatreëls in te stel vir die bevordering van die groei van nywerhede wat verhandelbare goedere vir sowel die binnelandse as die uitvoermark produseer en oor die potensiaal beskik om groot getalle halfgeskoolde werkers in diens te neem .	die oorsig voltooi van die land se ervaring met die artikulasie van onder meer makro-ekonomiese aanduiders soos die wisselkoers inflasie- en rentekoerse om maatreëls in te stel vir die bevordering van die groei van nywerhede wat verhandelbare goedere vir sowel die binnelandse as die uitvoermark produseer en oor die potensiaal beskik om groot getalle halfgeskoolde werkers in diens te neem	die oorsig voltooi van die land se ervaring met die artikulasie van onder meer makro-ekonomiese aanduiders soos die wisselkoers inflasie- en rentekoerse om maatreëls in te vir stel die bevordering van die groei van nywerhede wat verhandelbare goedere vir sowel die binnelandse as die produseer uitvoermark en oor die potensiaal beskik om groot getalle halfgeskoolde werkers in diens te neem	O O C O O O O O O O O O O O O O O O O O O O O O O O O F O O O O O O O O O O O O O O O O F O O O O O C O O O O O O O O C	die oorsig voltooi van die land se stel ervaring met die artikulasie van onder beskik meer makro-ekonomiese aanduiders soos die wisselkoers produseer inflasie- en rentekoerse om maatreëls in te vir die bevordering van die groei van nywerhede wat verhandelbare goedere vir sowel die binnelandse as die uitvoermark en oor die potensiaal om groot getalle halfgeskoolde werkers in diens te neem	O O C O O O O F O O O O O O F O O O O O O F O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O C
957	Die inwerkingstelling van pasgemaakte sektormaatreëls ter vergemakliking van belegging in die uitbesteding van besigheidsprosesse , toerisme , biobrandstowwe en chemikalieë versnel , en praktiese programme vir bosbou en papier , kleding en tekstiele , metale en ingenieurswese finaliseer .	die inwerkingstelling van pasgemaakte sektormaatreëls ter vergemakliking van belegging in die uitbesteding van besigheidsprosesse toerisme biobrandstowwe en chemikalieë versnel en praktiese programme vir bosbou en papier kleding en tekstiele metale en ingenieurswese finaliseer	die inwerkingstelling van pasgemaakte sektormaatreëls ter vergemakliking van belegging in die uitbesteding van besigheidsprosesse toerisme biobrandstowwe en chemikalieë en versnel praktiese programme vir bosbou en papier kleding en tekstiele metale en finaliseer ingenieurswese	O O O O O O O O O O O O O O O O O O O F O O O O O O O O O O O F O	die inwerkingstelling van pasgemaakte sektormaatreëls ter vergemakliking van belegging in die uitbesteding van besigheidsprosesse toerisme biobrandstowwe en chemikalieë en praktiese programme versnel vir bosbou en papier kleding en tekstiele metale en ingenieurswese finaliseer	O O O O O O O O O O O O O O O O O O O O O F O O O O O O O O O O C
958	'n Oorkoepelende strategie ontwikkel vir sleutelingrypings in die verwerking en veredeling van mynbou en minerale , die landbou en landbouverwerking , die sektor vir witgoedere , die skeppende nywerheid , gemeenskaps- en maatskaplike dienste en die farmaseutiese bedryf .	'n oorkoepelende strategie ontwikkel vir sleutelingrypings in die verwerking en veredeling van mynbou en minerale die landbou en landbouverwerking die sektor vir witgoedere die skeppende nywerheid gemeenskaps- en maatskaplike dienste en die farmaseutiese bedryf	'n oorkoepelende strategie ontwikkel vir sleutelingrypings in die verwerking en veredeling van mynbou en minerale die landbou en landbouverwerking die sektor vir witgoedere die skeppende nywerheid gemeenskaps- en maatskaplike dienste en die farmaseutiese bedryf	O O O C O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	'n oorkoepelende strategie vir sleutelingrypings in die verwerking en veredeling van mynbou en minerale die landbou en landbouverwerking die ontwikkel sektor vir witgoedere die skeppende nywerheid gemeenskaps- en maatskaplike dienste en die farmaseutiese bedryf	O O O O O O O O O O O O O O O O O O O F O O O O O O O O O O O O O O
959	Hierdie strategie moet onder andere doelgerigte dryfvere ter verhoging van ons nasionale vermoë om kapitaalgoedere te produseer , insluit .	hierdie strategie moet onder andere doelgerigte dryfvere ter verhoging van ons nasionale vermoë om kapitaalgoedere te produseer insluit	hierdie strategie moet onder andere doelgerigte dryfvere ter verhoging van ons nasionale vermoë om kapitaalgoedere te produseer insluit	O O C O O O O O O O O O O O O O F F	hierdie insluit strategie onder andere doelgerigte dryfvere ter moet verhoging van ons nasionale vermoë om kapitaalgoedere te produseer	O F O O O O O O F O O O O O O O O C
960	Ten opsigte van mineraalverwerking sal ons byvoorbeeld 'n staatsdiamanthandelaar op die been bring wat 10% van ons plaaslike diamantproduksie sal aankoop en hierdie diamante aan plaaslike slypers en produsente sal verkoop .	ten opsigte van mineraalverwerking sal ons byvoorbeeld 'n staatsdiamanthandelaar op die been bring wat 10% van ons plaaslike diamantproduksie sal aankoop en hierdie diamante aan plaaslike slypers en produsente sal verkoop	ten opsigte van mineraalverwerking sal ons byvoorbeeld 'n staatsdiamanthandelaar op die been bring wat 10% van ons plaaslike diamantproduksie sal aankoop en hierdie diamante aan plaaslike slypers en produsente sal verkoop	O O O O C O O O O O O O C O O O O O O F F O O O O O O O O C C	ten opsigte verkoop van mineraalverwerking sal ons bring byvoorbeeld 'n staatsdiamanthandelaar op die been wat 10% van ons plaaslike diamantproduksie sal sal aankoop en hierdie diamante aan plaaslike slypers en produsente	O O F O O C O F O O O O O O O O O O O O C F C O O O O O O O O
961	Ons is bly dat De Beers ingestem het om ons vir drie jaar lank gratis met die bestuur , tegniese vaardighede en batevoorsiening te help .	ons is bly dat de beers ingestem het om ons vir drie jaar lank gratis met die bestuur tegniese vaardighede en batevoorsiening te help	ons bly is dat de ingestem beers het om ons vir drie jaar lank gratis met die bestuur tegniese vaardighede en batevoorsiening te help	O O F O O F O C O O O O O O O O O O O O O O O C	ons bly dat de ingestem beers het om ons vir drie jaar lank gratis met die bestuur tegniese vaardighede en batevoorsiening te is help	O O O O F O C O O O O O O O O O O O O O O O F C
962	Programme ontwikkel wat belegging sal vergemaklik in sektore wat deel uitmaak van die voorsieningsketting vir ons infrastruktuur , met inbegrip van kapitaalgoedere , inligting en kommunikasie-tegnologie ( ICT ) , vervoer en energie .	programme ontwikkel wat belegging sal vergemaklik in sektore wat deel uitmaak van die voorsieningsketting vir ons infrastruktuur met inbegrip van kapitaalgoedere inligting en kommunikasie-tegnologie ict vervoer en energie	programme wat ontwikkel sal belegging vergemaklik in sektore wat deel uitmaak van die voorsieningsketting vir ons infrastruktuur met inbegrip van kapitaalgoedere inligting en kommunikasie-tegnologie ict vervoer en energie	O O F F O C O O O O C O O O O O O O O O O O O O O O O O	programme wat belegging vergemaklik in sektore wat deel ontwikkel uitmaak van die voorsieningsketting vir ons sal infrastruktuur met inbegrip van kapitaalgoedere inligting en kommunikasie-tegnologie ict vervoer en energie	O O O C O O O O F C O O O O O F O O O O O O O O O O O O
963	Ten opsigte van energie sal ons ook die werk bespoedig wat ons in staat sal stel om in 'n groter mate op die opwekking van kernkrag , aardgas en verskeie vorme van hernubare energiebronne staat te maak .	ten opsigte van energie sal ons ook die werk bespoedig wat ons in staat sal stel om in 'n groter mate op die opwekking van kernkrag aardgas en verskeie vorme van hernubare energiebronne staat te maak	ten opsigte van energie ons sal ook die bespoedig werk wat ons in staat sal stel om in 'n groter mate op die opwekking van kernkrag aardgas en verskeie vorme van hernubare energiebronne staat te maak	O O O O O F O O F O O O O O C C O O O O O O O O O O O O O O O O O O O C	ten opsigte van energie ons ook die werk wat ons in staat sal stel om in 'n groter mate op die opwekking van kernkrag aardgas en verskeie vorme van bespoedig hernubare sal energiebronne staat te maak	O O O O O O O O O O O O C C O O O O O O O O O O O O O O O F O F O O O C
