idx	original	no_punc_lower	adjacent	adjacent_gold	random	random_gold
2514	Efter år 1800 har även hygieniska förbättringar och medicinens snabba utveckling lett till en stark nedgång i dödligheten .	efter år 1800 har även hygieniska förbättringar och medicinens snabba utveckling lett till en stark nedgång i dödligheten	efter år 1800 även har hygieniska förbättringar och medicinens snabba lett utveckling till en stark nedgång i dödligheten	O O O O F O O O O O F O O O O O O O	efter år har 1800 även hygieniska förbättringar och medicinens snabba utveckling lett till en stark nedgång i dödligheten	O O F O O O O O O O O C O O O O O O
2515	I Europa , Nordamerika och andra områden med västerländsk civilisation har dock en alltför våldsam befolkningsökning kunnat dämpas genom födelsekontroll .	i europa nordamerika och andra områden med västerländsk civilisation har dock en alltför våldsam befolkningsökning kunnat dämpas genom födelsekontroll	i europa nordamerika och andra områden med västerländsk civilisation har dock en alltför våldsam befolkningsökning kunnat genom dämpas födelsekontroll	O O O O O O O O O C O O O O O C O F O	i europa nordamerika och andra områden med västerländsk civilisation har dock en alltför kunnat våldsam befolkningsökning genom dämpas födelsekontroll	O O O O O O O O O C O O O F O O O F O
2516	Rationellt genomförd födelsekontroll är nödvändig .	rationellt genomförd födelsekontroll är nödvändig	rationellt genomförd är födelsekontroll nödvändig	O O F O O	rationellt genomförd är födelsekontroll nödvändig	O O F O O
2517	I utvecklingsländerna ligger förhållandena annorlunda till .	i utvecklingsländerna ligger förhållandena annorlunda till	i utvecklingsländerna ligger förhållandena annorlunda till	O O C O O O	i utvecklingsländerna förhållandena annorlunda till ligger	O O O O O F
2518	I viss utsträckning har även de blivit delaktiga av de medicinska framstegen , men produktionsökningen har där inte på något sätt hållit jämna steg med folkökningen , som fortsätter ohämmat utan egentlig födelsekontroll .	i viss utsträckning har även de blivit delaktiga av de medicinska framstegen men produktionsökningen har där inte på något sätt hållit jämna steg med folkökningen som fortsätter ohämmat utan egentlig födelsekontroll	i viss utsträckning har även de delaktiga blivit av de medicinska framstegen men har produktionsökningen där inte på något sätt hållit jämna steg med folkökningen som fortsätter ohämmat utan egentlig födelsekontroll	O O O C O O O F O O O O O F O O O O O O C O O O O O C O O O O	har i viss utsträckning även de blivit har delaktiga av de medicinska framstegen men produktionsökningen där inte på något sätt jämna steg med hållit folkökningen som fortsätter ohämmat utan egentlig födelsekontroll	F O O O O O C F O O O O O O O O O O O O O O O F O O C O O O O
2519	Följden har blivit att en stor del av befolkningen i dessa områden svälter .	följden har blivit att en stor del av befolkningen i dessa områden svälter	följden har blivit att en stor del av befolkningen i dessa områden svälter	O F F O O O O O O O O O C	följden blivit har att en stor del av befolkningen i dessa områden svälter	O F C O O O O O O O O O C
2520	Ohämmad befolkningsökning har lett till kris i livsmedelsförsörjningen .	ohämmad befolkningsökning har lett till kris i livsmedelsförsörjningen	ohämmad befolkningsökning har till lett kris i livsmedelsförsörjningen	O O C O F O O O	ohämmad befolkningsökning lett har till kris i livsmedelsförsörjningen	O O C F O O O O
2521	Mänskligheten står därför inför en kris i fråga om livsmedelsförsörjningen .	mänskligheten står därför inför en kris i fråga om livsmedelsförsörjningen	står mänskligheten därför inför en kris i fråga om livsmedelsförsörjningen	F O O O O O O O O O	mänskligheten står därför inför en kris i fråga om livsmedelsförsörjningen	O C O O O O O O O O
2522	Produktionen av livsmedel skulle redan nu behöva ökas med 50 % för att avhjälpa svälten , och vid början av nästa sekel skulle den behöva vara tre gånger så stor som i dag .	produktionen av livsmedel skulle redan nu behöva ökas med 50 för att avhjälpa svälten och vid början av nästa sekel skulle den behöva vara tre gånger så stor som i dag	produktionen av livsmedel skulle redan nu behöva med ökas 50 för avhjälpa att svälten och vid början av nästa sekel skulle den behöva tre vara gånger så stor som i dag	O O O C O O C O F O O F O O O O O O O O C O C O F O O O O O O	produktionen av livsmedel skulle redan behöva skulle nu ökas med 50 för att svälten och vid början av avhjälpa nästa sekel den behöva vara tre gånger så stor som i dag	O O O C O F F O C O O O O O O O O O F O O O C C O O O O O O O
2523	Särskilt är bristen på högvärdigt protein stor i u-länderna .	särskilt är bristen på högvärdigt protein stor i u-länderna	är särskilt bristen på högvärdigt protein stor i u-länderna	F O O O O O O O O	särskilt är bristen på högvärdigt protein stor i u-länderna	O C O O O O O O O
2524	Proteinbrist förorsakar låg effektivitet och apati .	proteinbrist förorsakar låg effektivitet och apati	proteinbrist förorsakar låg effektivitet och apati	O C O O O O	proteinbrist låg effektivitet förorsakar och apati	O O O F O O
2525	Skall denna kris kunna bemästras ?	skall denna kris kunna bemästras	skall denna kris kunna bemästras	C O O F F	bemästras denna kris skall kunna	F O O F C
2526	Meningarna därom är delade .	meningarna därom är delade	meningarna därom är delade	O O C O	meningarna därom är delade	O O C O
2527	Somliga experter är djupt pessimistiska , andra mer optimistiska .	somliga experter är djupt pessimistiska andra mer optimistiska	somliga experter är djupt pessimistiska andra mer optimistiska	O O C O O O O O	somliga experter djupt pessimistiska andra mer är optimistiska	O O O O O O F O
2528	På en punkt är alla eniga : naturresurserna måste utnyttjas på ett förnuftigt sätt .	på en punkt är alla eniga naturresurserna måste utnyttjas på ett förnuftigt sätt	på en punkt alla är eniga måste naturresurserna utnyttjas på ett förnuftigt sätt	O O O O F O F O C O O O O	på en punkt är utnyttjas alla måste eniga naturresurserna på ett förnuftigt sätt	O O O C F O F O O O O O O
2529	De får inte skövlas utan måste användas på ett sådant sätt , att de kontinuerligt förnyas .	de får inte skövlas utan måste användas på ett sådant sätt att de kontinuerligt förnyas	de får inte måste skövlas utan användas på ett sådant sätt att de kontinuerligt förnyas	O C O F F O C O O O O O O O C	de inte får utan användas på måste ett sådant sätt att de skövlas kontinuerligt förnyas	O O F O C O F O O O O O F O C
2530	Jordförstöringen måste t.ex. stoppas och skadad mark om möjligt restaureras .	jordförstöringen måste t.ex. stoppas och skadad mark om möjligt restaureras	jordförstöringen stoppas måste t.ex. och skadad mark om möjligt restaureras	O F F O O O O O O C	jordförstöringen måste restaureras t.ex. stoppas och skadad mark om möjligt	O C F O C O O O O O
2531	Föroreningen av sjöar och havsområden måste upphöra , så att vattnens produktivitet inte minskar .	föroreningen av sjöar och havsområden måste upphöra så att vattnens produktivitet inte minskar	föroreningen av sjöar och havsområden måste så upphöra att vattnens produktivitet minskar inte	O O O O O C O F O O O F O	minskar föroreningen av sjöar och havsområden måste upphöra så att vattnens produktivitet inte	F O O O O O C C O O O O O
2532	Men den odlade arealen måste också ökas och rationella brukningsmetoder tillämpas inom områden , som nu ger alldeles för låg avkastning .	men den odlade arealen måste också ökas och rationella brukningsmetoder tillämpas inom områden som nu ger alldeles för låg avkastning	men den odlade arealen måste också ökas och rationella brukningsmetoder inom tillämpas områden som ger nu alldeles för låg avkastning	O O O O C O C O O O O F O O F O O O O O	men den odlade ökas tillämpas arealen måste också och rationella brukningsmetoder inom områden som nu ger alldeles för låg avkastning	O O O F F O C O O O O O O O O C O O O O
2533	Som redan nämnts är bristen på vatten en begränsande faktor för växtodling inom stora delar av världen .	som redan nämnts är bristen på vatten en begränsande faktor för växtodling inom stora delar av världen	som redan nämnts är bristen på vatten en begränsande faktor för växtodling inom stora delar av världen	O O C C O O O O O O O O O O O O O	som redan är bristen på vatten en begränsande faktor för växtodling nämnts inom stora delar av världen	O O C O O O O O O O O F O O O O O
2534	Konstbevattning kommer till användning inom vissa områden , men möjligheterna till sådan begränsas av den tillgängliga vattenmängden och av den starka avdunstningen .	konstbevattning kommer till användning inom vissa områden men möjligheterna till sådan begränsas av den tillgängliga vattenmängden och av den starka avdunstningen	konstbevattning till kommer användning inom vissa områden men möjligheterna till begränsas sådan av den tillgängliga vattenmängden och av den starka avdunstningen	O O F O O O O O O O F O O O O O O O O O O	konstbevattning kommer till användning inom vissa områden men möjligheterna till sådan av begränsas den tillgängliga vattenmängden och av den starka avdunstningen	O C O O O O O O O O O O F O O O O O O O O
2535	Avsaltat havsvatten ställer sig ännu för dyrt för att användas inom jordbruket , men projekt har framlagts att använda atomenergi för detta ändamål .	avsaltat havsvatten ställer sig ännu för dyrt för att användas inom jordbruket men projekt har framlagts att använda atomenergi för detta ändamål	avsaltat havsvatten ställer sig ännu för dyrt för att användas inom jordbruket men projekt har framlagts att använda atomenergi för detta ändamål	O O C O O O O O O C O O O O F F O C O O O O	avsaltat havsvatten ställer sig har ännu för dyrt för att användas inom jordbruket men projekt att framlagts atomenergi använda för detta ändamål	O O C O F O O O O O C O O O O O F O F O O O
2536	Vissa växter kan fördra en viss salthalt , och försök i Israel har visat , att man kan odla sådana på grus- och sandjord , som bevattnas med en blandning av salt och sött vatten .	vissa växter kan fördra en viss salthalt och försök i israel har visat att man kan odla sådana på grus- och sandjord som bevattnas med en blandning av salt och sött vatten	vissa växter kan en fördra viss salthalt och försök i har israel visat att man kan sådana odla på grus- och sandjord bevattnas som med en blandning av salt och sött vatten	O O C O F O O O O O F O C O O C O F O O O O F O O O O O O O O O	vissa växter kan en viss salthalt och försök i israel har bevattnas att man odla sådana på grus- och sandjord som fördra med en kan blandning av salt och sött visat vatten	O O C O O O O O O O C F O O C O O O O O O F O O F O O O O O F O
2537	På så sätt sparas sötvatten .	på så sätt sparas sötvatten	på så sätt sparas sötvatten	O O O C O	på så sätt sparas sötvatten	O O O C O
2538	Ett annat lovande försök , också från Israel , går ut på att minska avdunstningen från markytan .	ett annat lovande försök också från israel går ut på att minska avdunstningen från markytan	ett annat lovande försök också från israel går ut på att avdunstningen minska från markytan	O O O O O O O C O O O O F O O	minska ett annat lovande försök också från israel går ut på att avdunstningen från markytan	F O O O O O O O C O O O O O O
2539	Man leder vattnet genom ett system av plastslangar direkt till det markskikt i vilket rötterna utvecklas .	man leder vattnet genom ett system av plastslangar direkt till det markskikt i vilket rötterna utvecklas	leder man vattnet genom ett system av plastslangar direkt till det markskikt i vilket rötterna utvecklas	F O O O O O O O O O O O O O O C	man vattnet leder genom ett system av plastslangar direkt till det markskikt i vilket rötterna utvecklas	O O F O O O O O O O O O O O O C
2540	Likaså söker man minska avdunstningen genom att belägga jordytan med någon porös hinna .	likaså söker man minska avdunstningen genom att belägga jordytan med någon porös hinna	likaså söker man avdunstningen minska genom belägga att jordytan med någon porös hinna	O C O O F O F O O O O O O	likaså söker man minska avdunstningen genom att jordytan med någon belägga porös hinna	O C O C O O O O O O F O O
2541	På flera håll i världen har man med viss framgång gjort försök med att framkalla regn ur moln genom att bepudra dem med saltstoft .	på flera håll i världen har man med viss framgång gjort försök med att framkalla regn ur moln genom att bepudra dem med saltstoft	på flera håll i världen har man med viss framgång gjort försök med att regn framkalla ur moln genom bepudra att dem med saltstoft	O O O O O C O O O O C O O O O F O O O F O O O O	på flera håll i världen man med viss framgång försök med att framkalla har regn ur moln genom att bepudra gjort dem med saltstoft	O O O O O O O O O O O O C F O O O O O C F O O O
2542	Metoden innebär dock risken att angränsande områden kan få för ringa nederbörd .	metoden innebär dock risken att angränsande områden kan få för ringa nederbörd	metoden innebär dock risken att angränsande områden kan för få ringa nederbörd	O C O O O O O C O F O O	metoden dock få innebär risken att angränsande områden kan för ringa nederbörd	O O F F O O O O C O O O
2543	Jordarnas innehåll av växtnäringsämne är en avgörande faktor för avkastningen .	jordarnas innehåll av växtnäringsämne är en avgörande faktor för avkastningen	jordarnas innehåll av är växtnäringsämne en avgörande faktor för avkastningen	O O O F O O O O O O	jordarnas innehåll av växtnäringsämne är en avgörande faktor för avkastningen	O O O O C O O O O O
2544	Medan man i Väst-Europa och USA använder stora mängder handelsgödsel inom jordbruket , är sådan gödsling mycket obetydlig i u-länderna eller förekommer inte alls där .	medan man i väst-europa och usa använder stora mängder handelsgödsel inom jordbruket är sådan gödsling mycket obetydlig i u-länderna eller förekommer inte alls där	medan man i väst-europa och usa använder stora mängder handelsgödsel inom jordbruket är sådan gödsling mycket obetydlig i u-länderna eller inte förekommer alls där	O O O O O O C O O O O O C O O O O O O O O F O O	medan man i väst-europa och usa använder stora mängder handelsgödsel inom jordbruket sådan är gödsling mycket obetydlig i u-länderna eller förekommer inte alls där	O O O O O O C O O O O O O F O O O O O O C O O O
2545	Det är därför angeläget att undersöka gödslingsbehovet i dessa länder .	det är därför angeläget att undersöka gödslingsbehovet i dessa länder	är det därför angeläget att undersöka gödslingsbehovet i dessa länder	F O O O O C O O O O	det undersöka är därför angeläget att gödslingsbehovet i dessa länder	O F C O O O O O O O
2546	Även behovet av spårelement måste undersökas .	även behovet av spårelement måste undersökas	även behovet av spårelement måste undersökas	O O O O C C	även undersökas behovet av spårelement måste	O F O O O C
2547	På detta område har forskningen nått goda resultat .	på detta område har forskningen nått goda resultat	på detta område nått har forskningen goda resultat	O O O F F O O O	på detta har område forskningen nått goda resultat	O O F O O C O O
2548	Ett exempel från Syd-Australien kan anföras .	ett exempel från syd-australien kan anföras	ett exempel från syd-australien kan anföras	O O O O C C	ett kan exempel från syd-australien anföras	O F O O O C
2549	Vissa nyodlade jordar gav mycket dålig avkastning , trots att de brukades och gödslades enligt gängse metoder .	vissa nyodlade jordar gav mycket dålig avkastning trots att de brukades och gödslades enligt gängse metoder	vissa nyodlade jordar mycket gav dålig avkastning trots att brukades de och gödslades enligt gängse metoder	O O O O F O O O O F O O C O O O	brukades vissa nyodlade jordar gav mycket dålig avkastning trots gödslades att de och enligt gängse metoder	F O O O C O O O O F O O O O O O
2550	Sedan man konstaterat , att jorden saknade molybden , kunde man genom tillförsel av 100 g molybden per hektar höja avkastningen upp till 100 gånger .	sedan man konstaterat att jorden saknade molybden kunde man genom tillförsel av 100 g molybden per hektar höja avkastningen upp till 100 gånger	sedan man att konstaterat saknade jorden molybden kunde man genom tillförsel av 100 g molybden per hektar höja avkastningen upp till 100 gånger	O O O F F O O C O O O O O O O O O C O O O O O	sedan man konstaterat att jorden saknade höja molybden man genom tillförsel av 100 g molybden per hektar avkastningen upp till kunde 100 gånger	O O C O O C F O O O O O O O O O O O O O F O O
2551	Stora förhoppningar knyts till växtförädlingen , när det gäller att öka livsmedelsproduktionen i u-länderna .	stora förhoppningar knyts till växtförädlingen när det gäller att öka livsmedelsproduktionen i u-länderna	stora förhoppningar till knyts växtförädlingen när gäller det att öka livsmedelsproduktionen i u-länderna	O O O F O O F O O C O O O	stora förhoppningar till växtförädlingen gäller när det att knyts öka livsmedelsproduktionen i u-länderna	O O O O F O O O F C O O O
2552	Genom att införa hybridmajs ( del 1 , s. 155 ) i Mexico ökades skördarna så att landet nu är självförsörjande med majs .	genom att införa hybridmajs del 1 s. 155 i mexico ökades skördarna så att landet nu är självförsörjande med majs	genom att införa hybridmajs del 1 s. 155 i mexico skördarna ökades så att landet är nu självförsörjande med majs	O O C O O O O O O O O F O O O F O O O O	genom att hybridmajs del 1 s. 155 i mexico ökades skördarna så att landet nu är självförsörjande införa med majs	O O O O O O O O O C O O O O O C O F O O
2553	I södra Asien har nya högavkastande sorter av ris och vete börjat odlas på allt större arealer .	i södra asien har nya högavkastande sorter av ris och vete börjat odlas på allt större arealer	i södra asien har nya högavkastande sorter av ris och vete börjat på odlas allt större arealer	O O O C O O O O O O O C O F O O O	i södra asien nya högavkastande sorter av ris och vete börjat odlas på allt större har arealer	O O O O O O O O O O C C O O O F O
2554	De nya rissorterna mognar snabbt , och på sina håll tar man två eller tre skördar om året .	de nya rissorterna mognar snabbt och på sina håll tar man två eller tre skördar om året	de nya mognar rissorterna snabbt och på sina håll tar man två eller tre skördar om året	O O F O O O O O O C O O O O O O O	de nya rissorterna snabbt och på sina håll tar man två eller tre mognar skördar om året	O O O O O O O O C O O O O F O O O
2555	Den nya vetesorten är kortstråig och tål stora givor av handelsgödsel utan att bilda liggsäd .	den nya vetesorten är kortstråig och tål stora givor av handelsgödsel utan att bilda liggsäd	den nya vetesorten är kortstråig och stora tål givor av handelsgödsel utan bilda att liggsäd	O O O C O O O F O O O O F O O	är den nya vetesorten kortstråig och tål stora givor av handelsgödsel utan att bilda liggsäd	F O O O O O C O O O O O O C O
2556	Med majs , hirs och durra bedrivs också växtförädling i Indien .	med majs hirs och durra bedrivs också växtförädling i indien	med majs hirs och durra bedrivs också växtförädling i indien	O O O O O C O O O O	med bedrivs majs hirs och durra också växtförädling i indien	O F O O O O O O O O
2557	Den ökade avkastningen stimulerar odlarna till att vidta även andra förbättringar inom jordbruket .	den ökade avkastningen stimulerar odlarna till att vidta även andra förbättringar inom jordbruket	den ökade avkastningen stimulerar odlarna till att även vidta andra förbättringar inom jordbruket	O O O C O O O O F O O O O	den ökade avkastningen stimulerar odlarna till att även andra vidta förbättringar inom jordbruket	O O O C O O O O O F O O O
2558	En viktig uppgift för växtförädlingen på längre sikt är att försöka få fram sorter med högre proteinhalt och lämplig aminosyrasammansättning i proteinet , alltså en kvalitetsförädling ( jfr del 2 , s. 59 ) .	en viktig uppgift för växtförädlingen på längre sikt är att försöka få fram sorter med högre proteinhalt och lämplig aminosyrasammansättning i proteinet alltså en kvalitetsförädling jfr del 2 s. 59	en viktig uppgift för växtförädlingen på längre är sikt att försöka få fram sorter med högre proteinhalt och lämplig aminosyrasammansättning i proteinet alltså en kvalitetsförädling del jfr 2 s. 59	O O O O O O O F O O C C O O O O O O O O O O O O O O F O O O	en viktig uppgift för växtförädlingen på längre sikt försöka är att få fram sorter med högre proteinhalt och lämplig aminosyrasammansättning jfr i proteinet alltså en kvalitetsförädling del 2 s. 59	O O O O O O O O F C O C O O O O O O O O F O O O O O O O O O
2559	Växtsjukdomar och skadedjur minskar utbytet av odlingen och skadar produkterna under lagring och transport .	växtsjukdomar och skadedjur minskar utbytet av odlingen och skadar produkterna under lagring och transport	växtsjukdomar och minskar skadedjur utbytet av odlingen och skadar produkterna under lagring och transport	O O F O O O O O C O O O O O	växtsjukdomar och skadedjur utbytet minskar av odlingen och skadar produkterna under lagring och transport	O O O O F O O O C O O O O O
2560	I vissa tropiska länder uppskattas lagringsförlusterna till 50 % av den bärgade grödan .	i vissa tropiska länder uppskattas lagringsförlusterna till 50 av den bärgade grödan	i vissa tropiska länder uppskattas lagringsförlusterna till 50 av den bärgade grödan	O O O O C O O O O O O O	i vissa tropiska länder uppskattas lagringsförlusterna till 50 av den bärgade grödan	O O O O C O O O O O O O
2561	Åtgärder för rationell lagring , konservering och distribution av livsmedel är därför mycket angelägna .	åtgärder för rationell lagring konservering och distribution av livsmedel är därför mycket angelägna	åtgärder för rationell lagring konservering och distribution av livsmedel därför är mycket angelägna	O O O O O O O O O O F O O	åtgärder är för rationell lagring konservering och distribution av livsmedel därför mycket angelägna	O F O O O O O O O O O O O
2562	Lämpliga metoder för bekämpning av alla slag av skadegörare på den växande grödan måste också utarbetas .	lämpliga metoder för bekämpning av alla slag av skadegörare på den växande grödan måste också utarbetas	lämpliga metoder för bekämpning av alla slag av skadegörare på den växande måste grödan också utarbetas	O O O O O O O O O O O O F O O C	lämpliga metoder för bekämpning av alla slag av skadegörare på den växande grödan måste utarbetas också	O O O O O O O O O O O O O C F O
2563	Härvid bör man om möjligt ge företräde åt biologiska bekämpningsmetoder ( s. 69 ) .	härvid bör man om möjligt ge företräde åt biologiska bekämpningsmetoder s. 69	härvid bör man om möjligt företräde ge åt biologiska bekämpningsmetoder s. 69	O C O O O O F O O O O O	härvid man bör om möjligt ge företräde åt biologiska bekämpningsmetoder s. 69	O O F O O C O O O O O O
2564	Resistensförädling mot bl.a. svampsjukdomar hos kulturväxterna har redan givit goda resultat och torde kunna få ännu större betydelse .	resistensförädling mot bl.a. svampsjukdomar hos kulturväxterna har redan givit goda resultat och torde kunna få ännu större betydelse	resistensförädling mot bl.a. svampsjukdomar hos har kulturväxterna redan givit goda resultat och torde kunna få ännu större betydelse	O O O O O F O O C O O O C F F O O O	resistensförädling mot bl.a. svampsjukdomar hos kulturväxterna redan goda resultat och givit torde har kunna få ännu större betydelse	O O O O O O O O O O F C F C C O O O
2565	Proteinförsörjningen kan förbättras genom kvalitetsförädling av kulturväxter , ökad odling av baljväxter , husdjursförädling , ökad fiskodling , rationell användning av havsfiskets fångster .	proteinförsörjningen kan förbättras genom kvalitetsförädling av kulturväxter ökad odling av baljväxter husdjursförädling ökad fiskodling rationell användning av havsfiskets fångster	proteinförsörjningen kan förbättras genom kvalitetsförädling av kulturväxter ökad odling av baljväxter husdjursförädling ökad fiskodling rationell användning av havsfiskets fångster	O C C O O O O O O O O O O O O O O O O	proteinförsörjningen förbättras genom kvalitetsförädling av kulturväxter ökad odling av baljväxter husdjursförädling ökad fiskodling rationell användning kan av havsfiskets fångster	O C O O O O O O O O O O O O O F O O O
2566	Från energisynpunkt är det fördelaktigt med korta näringskedjor ( s. 48 ) .	från energisynpunkt är det fördelaktigt med korta näringskedjor s. 48	från energisynpunkt det är fördelaktigt med korta näringskedjor s. 48	O O O F O O O O O O	från energisynpunkt är det fördelaktigt med korta näringskedjor s. 48	O O C O O O O O O O
2567	Trots detta överförs en stor del av jordens gröda genom husdjur till animaliska födoämnen .	trots detta överförs en stor del av jordens gröda genom husdjur till animaliska födoämnen	trots överförs detta en stor del av jordens gröda genom husdjur till animaliska födoämnen	O F O O O O O O O O O O O O	trots detta en stor del av jordens gröda genom överförs husdjur till animaliska födoämnen	O O O O O O O O O F O O O O
2568	Med tanke på proteinförsörjningen kan väl detta åtminstone till en del försvaras - även i en svältande värld .	med tanke på proteinförsörjningen kan väl detta åtminstone till en del försvaras även i en svältande värld	med tanke på proteinförsörjningen kan väl detta åtminstone till en del försvaras även i en svältande värld	O O O O C O O O O O O C O O O O O	med tanke kan på proteinförsörjningen väl detta åtminstone till en del försvaras även i en svältande värld	O O F O O O O O O O O C O O O O O
2569	Men det är viktigt , att förlusterna inte blir onödigt stora .	men det är viktigt att förlusterna inte blir onödigt stora	men det viktigt är att förlusterna blir inte onödigt stora	O O O F O O F O O O	men det är viktigt blir att förlusterna inte onödigt stora	O O C O F O O O O O
2570	I alla u-länder krävs därför en målmedveten husdjursavel med sikte på förädling av djuren till hög produktivitet , och vidare forskning för att få fram lämpliga foderväxter .	i alla u-länder krävs därför en målmedveten husdjursavel med sikte på förädling av djuren till hög produktivitet och vidare forskning för att få fram lämpliga foderväxter	i alla u-länder krävs därför en målmedveten husdjursavel med sikte på förädling av djuren till hög produktivitet och vidare forskning för att få fram lämpliga foderväxter	O O O C O O O O O O O O O O O O O O O O O O C O O O	i alla u-länder därför en målmedveten husdjursavel med sikte på förädling av djuren till hög produktivitet och vidare forskning för att få fram lämpliga krävs foderväxter	O O O O O O O O O O O O O O O O O O O O O C O O F O
2571	Proteinrika växter , främst baljväxter som ärter och bönor , inte minst den värdefulla sojabönan , bör få större odlingsarealer i tropikerna .	proteinrika växter främst baljväxter som ärter och bönor inte minst den värdefulla sojabönan bör få större odlingsarealer i tropikerna	proteinrika växter främst baljväxter som ärter och bönor inte minst den värdefulla sojabönan bör få större odlingsarealer i tropikerna	O O O O O O O O O O O O O F F O O O O	proteinrika växter främst baljväxter som ärter och bönor inte minst få den värdefulla sojabönan bör större odlingsarealer i tropikerna	O O O O O O O O O O F O O O C O O O O
2572	Genom sin kvävefixerande förmåga är baljväxterna också särskilt värdefulla i växtföljden .	genom sin kvävefixerande förmåga är baljväxterna också särskilt värdefulla i växtföljden	genom sin kvävefixerande förmåga är baljväxterna också särskilt värdefulla i växtföljden	O O O O C O O O O O O	genom sin kvävefixerande förmåga baljväxterna också särskilt är värdefulla i växtföljden	O O O O O O O F O O O
2573	Fiskodling i dammar och grunda lagunområden ökar tillgången på proteinrik föda i de tätast befolkade områdena av världen , t.ex. Kina och Indonesien , men även i tropiska Afrika .	fiskodling i dammar och grunda lagunområden ökar tillgången på proteinrik föda i de tätast befolkade områdena av världen t.ex. kina och indonesien men även i tropiska afrika	fiskodling i dammar och grunda lagunområden ökar tillgången på proteinrik föda i de tätast befolkade områdena av världen t.ex. kina och indonesien men även i tropiska afrika	O O O O O O C O O O O O O O O O O O O O O O O O O O O	fiskodling i dammar och grunda ökar lagunområden tillgången på proteinrik föda i de tätast befolkade områdena av världen t.ex. kina och indonesien men även i tropiska afrika	O O O O O F O O O O O O O O O O O O O O O O O O O O O
2574	Där väljer man för odling snabbväxande planktonätande fiskarter , och utbytet kan överträffa skördeutbytet på motsvarande landareal .	där väljer man för odling snabbväxande planktonätande fiskarter och utbytet kan överträffa skördeutbytet på motsvarande landareal	där man väljer för odling snabbväxande planktonätande fiskarter och kan utbytet överträffa skördeutbytet på motsvarande landareal	O O F O O O O O O F O C O O O O	där man för odling snabbväxande planktonätande fiskarter och utbytet kan överträffa väljer skördeutbytet på motsvarande landareal	O O O O O O O O O C C F O O O O
2575	I diskussionen om världens proteinförsörjning har man ofta ställt överdrivna förväntningar på havsfisket .	i diskussionen om världens proteinförsörjning har man ofta ställt överdrivna förväntningar på havsfisket	i diskussionen om världens proteinförsörjning har man ofta överdrivna ställt förväntningar på havsfisket	O O O O O C O O O F O O O	i diskussionen ställt om världens proteinförsörjning har man ofta överdrivna förväntningar på havsfisket	O O F O O O C O O O O O O
2576	Som redan antytts , är havets resurser dock begränsade .	som redan antytts är havets resurser dock begränsade	som antytts redan är havets resurser dock begränsade	O F O C O O O O	som redan är antytts havets resurser dock begränsade	O O F C O O O O
2577	Efter andra världskriget har framför allt Japan och Sovjetunionen byggt ut havsfisket till mycket hög effektivitet och till global omfattning .	efter andra världskriget har framför allt japan och sovjetunionen byggt ut havsfisket till mycket hög effektivitet och till global omfattning	efter andra världskriget har framför allt japan och sovjetunionen ut byggt havsfisket till mycket hög effektivitet och till global omfattning	O O O C O O O O O O F O O O O O O O O O	efter andra världskriget framför allt japan och sovjetunionen byggt ut havsfisket till mycket hög effektivitet och till global har omfattning	O O O O O O O O C O O O O O O O O O F O
2578	Stora högmekaniserade fiskeflottor med utrustning för konservering av fångsterna ombord eller vid baser i andra länder bedriver nu ett intensivt fiske inte bara på de gamla rika fångstplatserna i Nordatlanten och norra delen av Stilla oceanen utan också i övriga delar av dessa hav och i Indiska oceanen .	stora högmekaniserade fiskeflottor med utrustning för konservering av fångsterna ombord eller vid baser i andra länder bedriver nu ett intensivt fiske inte bara på de gamla rika fångstplatserna i nordatlanten och norra delen av stilla oceanen utan också i övriga delar av dessa hav och i indiska oceanen	stora högmekaniserade fiskeflottor med utrustning för konservering av fångsterna ombord eller vid baser i andra bedriver länder nu ett intensivt fiske inte bara på de gamla rika fångstplatserna i nordatlanten och norra delen av stilla oceanen utan också i övriga delar av dessa hav och i indiska oceanen	O O O O O O O O O O O O O O O F O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	stora högmekaniserade fiskeflottor med utrustning för konservering av fångsterna ombord eller vid baser i andra länder nu ett intensivt fiske inte bara bedriver på de gamla rika fångstplatserna i nordatlanten och norra delen av stilla oceanen utan också i övriga delar av dessa hav och i indiska oceanen	O O O O O O O O O O O O O O O O O O O O O O F O O O O O O O O O O O O O O O O O O O O O O O O O
2579	Till större delen går fångsterna åt för att täcka dessa länders egna behov .	till större delen går fångsterna åt för att täcka dessa länders egna behov	till större delen går fångsterna åt för att täcka dessa länders egna behov	O O O C O O O O C O O O O	till större delen fångsterna åt för går att täcka dessa länders egna behov	O O O O O O F O C O O O O
2580	I viss utsträckning har de dock kommit andra behövande folk till godo , liksom tekniskt bistånd kunnat lämnas för utveckling av fisket i en del u-länder .	i viss utsträckning har de dock kommit andra behövande folk till godo liksom tekniskt bistånd kunnat lämnas för utveckling av fisket i en del u-länder	i viss utsträckning de har kommit dock andra behövande folk till godo liksom tekniskt bistånd kunnat lämnas för utveckling av fisket i en del u-länder	O O O O F F O O O O O O O O O C C O O O O O O O O	i viss utsträckning har de dock andra behövande folk till godo liksom tekniskt kommit bistånd lämnas för kunnat utveckling av fisket i en del u-länder	O O O C O O O O O O O O O F O C O F O O O O O O O
