idx	original	no_punc_lower	adjacent	adjacent_gold	random	random_gold
1394	Ég hef hallast að því æ meira að það mikilvægasta sé undirstaðan . Gjaldmiðlinum hafi oft verið kennt of mikið um að vera frumorsakavaldur vandans en menn hafi of lítið horft á veikleikana sem voru í grunninum , í undirstöðunni , og sjálfri hagstjórninni . Því það mun aldrei neitt breyta því .	ég hef hallast að því æ meira að það mikilvægasta sé undirstaðan gjaldmiðlinum hafi oft verið kennt of mikið um að vera frumorsakavaldur vandans en menn hafi of lítið horft á veikleikana sem voru í grunninum í undirstöðunni og sjálfri hagstjórninni því það mun aldrei neitt breyta því	hef ég hallast að því æ meira að það mikilvægasta sé undirstaðan gjaldmiðlinum verið hafi oft kennt of mikið um að vera frumorsakavaldur vandans en menn of hafi horft lítið á veikleikana sem voru í grunninum í undirstöðunni og sjálfri hagstjórninni því það mun aldrei neitt því breyta	F O C O O O O O O O C O O F F O C O O O O C O O O O O F F O O O O C O O O O O O O O O C O O O F	ég að því æ meira að það mikilvægasta horft undirstaðan gjaldmiðlinum hafi oft verið kennt of hallast mikið um að vera frumorsakavaldur vandans en menn of lítið á veikleikana sem í sé grunninum í undirstöðunni og hafi sjálfri hagstjórninni því það mun aldrei hef neitt voru breyta því	O O O O O O O O F O O C O C C O F O O O C O O O O O O O O O O F O O O O F O O O O C O F O F C O
1395	Enginn heimsins gjaldmiðill mun breyta þeirri sígildu staðreynd að ef þú eyðir meiru en þú aflar endar það illa .	enginn heimsins gjaldmiðill mun breyta þeirri sígildu staðreynd að ef þú eyðir meiru en þú aflar endar það illa	enginn heimsins mun gjaldmiðill breyta þeirri sígildu staðreynd að ef þú eyðir meiru en þú aflar endar það illa	O O F O C O O O O O O C O O O F F O O	enginn heimsins gjaldmiðill mun þeirri sígildu staðreynd að aflar ef þú breyta eyðir meiru en þú endar það illa	O O O C O O O O F O O F C O O O C O O
1396	Það skiptir ekki máli í hvaða mynt maður gerir það .	það skiptir ekki máli í hvaða mynt maður gerir það	það skiptir ekki máli í hvaða mynt maður gerir það	O C O O O O O O C O	það skiptir ekki gerir máli í hvaða mynt maður það	O C O F O O O O O O
1397	Skal ég þá ekki taka Grikkland sem dæmi .	skal ég þá ekki taka grikkland sem dæmi	ég skal þá taka ekki grikkland sem dæmi	O F O F O O O O	ég þá ekki skal taka grikkland sem dæmi	O O O F C O O O
1398	Tökum bara Kýpur og Írland sem bæði höfðu evru en lentu í miklum vandamálum vegna þess að veikleikar voru í undirstöðunni og menn leyfðu tilteknum hlutum að ganga of langt .	tökum bara kýpur og írland sem bæði höfðu evru en lentu í miklum vandamálum vegna þess að veikleikar voru í undirstöðunni og menn leyfðu tilteknum hlutum að ganga of langt	tökum bara kýpur og írland sem bæði höfðu evru en í lentu miklum vandamálum vegna þess að voru veikleikar í undirstöðunni og menn leyfðu tilteknum hlutum að ganga of langt	C O O O O O O C O O O F O O O O O F O O O O O C O O O C O O	bara höfðu kýpur og írland sem tökum bæði evru en lentu í miklum vandamálum vegna þess voru að veikleikar í undirstöðunni og menn leyfðu tilteknum hlutum að ganga of langt	O F O O O O F O O O C O O O O O F O O O O O O C O O O C O O
1399	Alþjóðaumhverfið hefur þróast á tímum nýfrjálshyggjunnar og nýkapítalismans í þá veru að það hefur gert erfiðara fyrir einstök lönd að verja sínar eigin myntir .	alþjóðaumhverfið hefur þróast á tímum nýfrjálshyggjunnar og nýkapítalismans í þá veru að það hefur gert erfiðara fyrir einstök lönd að verja sínar eigin myntir	alþjóðaumhverfið hefur þróast á tímum nýfrjálshyggjunnar og nýkapítalismans í þá veru að það hefur gert erfiðara fyrir einstök lönd að sínar verja eigin myntir	O F F O O O O O O O O O O C C O O O O O O F O O	alþjóðaumhverfið þróast á tímum nýfrjálshyggjunnar og nýkapítalismans í þá hefur veru að það gert erfiðara fyrir hefur einstök lönd að verja sínar eigin myntir	O C O O O O O O O F O O O C O O F O O O C O O O
1400	Það er vissulega þannig .	það er vissulega þannig	er það vissulega þannig	F O O O	það er vissulega þannig	O C O O
1401	Spákaupmennska og hinir tryllingslegu fjármagnsflutningar , stöðutaka , áhlaup á gjaldmiðla þetta eru síðari tíma fyrirbæri sem hafa gert í raun og veru enn þá erfiðara að gera það sem í grunninn Forseti hringir . var kannski nógu erfitt fyrir ; að vera lítið land með sjálfstæðan gjaldmiðil og sjálfstæða efnahagsstefnu .	spákaupmennska og hinir tryllingslegu fjármagnsflutningar stöðutaka áhlaup á gjaldmiðla þetta eru síðari tíma fyrirbæri sem hafa gert í raun og veru enn þá erfiðara að gera það sem í grunninn forseti hringir var kannski nógu erfitt fyrir að vera lítið land með sjálfstæðan gjaldmiðil og sjálfstæða efnahagsstefnu	spákaupmennska og hinir tryllingslegu fjármagnsflutningar stöðutaka áhlaup á gjaldmiðla þetta eru síðari tíma fyrirbæri sem hafa í gert raun og veru enn þá erfiðara gera að það sem í grunninn forseti hringir var kannski nógu erfitt fyrir að lítið vera land með sjálfstæðan gjaldmiðil og sjálfstæða efnahagsstefnu	O O O O O O O O O O C O O O O C O F O O O O O O F O O O O O O C C O O O O O O F O O O O O O O	spákaupmennska og hinir tryllingslegu fjármagnsflutningar stöðutaka áhlaup á gjaldmiðla þetta eru síðari tíma fyrirbæri sem hafa gert í raun og veru enn þá erfiðara að það sem í grunninn forseti var kannski nógu erfitt fyrir að lítið vera land með sjálfstæðan gjaldmiðil og sjálfstæða efnahagsstefnu hringir gera	O O O O O O O O O O C O O O O C C O O O O O O O O O O O O O C O O O O O O F O O O O O O O F F
1402	Herra forseti . Það er nú ekki vegna þess að mig langi til að lengja umræðu hér fram á nótt eða það að suðið í hv. þm. Guðlaugi Þór Þórðarsyni um hvað allt hafi verið óhönduglegt og gengið illa á síðasta kjörtímabili angri mig svo mikið en hans venjubundni tónn leyndi sér ekki í þeim efnum , að allt hefði þetta náttúrlega gengið miklu verr en til stóð og hefði átt að vera .	herra forseti það er nú ekki vegna þess að mig langi til að lengja umræðu hér fram á nótt eða það að suðið í hv. þm. guðlaugi þór þórðarsyni um hvað allt hafi verið óhönduglegt og gengið illa á síðasta kjörtímabili angri mig svo mikið en hans venjubundni tónn leyndi sér ekki í þeim efnum að allt hefði þetta náttúrlega gengið miklu verr en til stóð og hefði átt að vera	herra forseti er það nú ekki vegna þess að mig langi til að lengja umræðu hér fram á nótt eða það að suðið í hv. þm. guðlaugi þór þórðarsyni um hvað allt hafi verið óhönduglegt og gengið illa á síðasta kjörtímabili angri mig svo mikið en hans venjubundni tónn sér leyndi ekki í þeim efnum að hefði allt þetta náttúrlega gengið miklu verr en til stóð og hefði átt að vera	O O F O O O O O O O C O O C O O O O O O O O O O O O O O O O O O F F O O C O O O O C O O O O O O O O F O O O O O F O O O C O O O O C O F F O C	vera herra forseti það er hefði nú ekki vegna þess að mig til að lengja umræðu langi hér fram á nótt eða það að suðið í hv. leyndi þm. guðlaugi þór þórðarsyni um gengið hvað allt hafi verið óhönduglegt og illa á síðasta kjörtímabili angri mig svo mikið en hans venjubundni tónn sér ekki í stóð þeim efnum að allt þetta gengið náttúrlega miklu verr en til og hefði átt að	F O O O C F O O O O O O O O C O F O O O O O O O O O O F O O O O O F O O C C O O O O O O C O O O O O O O O O O F O O O O O F O O O O O O C C O
1403	Til að rétt sé rétt vil ég leiðrétta tölur sem hann fór með um markmið úr samstarfsáætlun Íslands og Alþjóðagjaldeyrissjóðsins um frumjöfnuð .	til að rétt sé rétt vil ég leiðrétta tölur sem hann fór með um markmið úr samstarfsáætlun íslands og alþjóðagjaldeyrissjóðsins um frumjöfnuð	til að rétt sé rétt leiðrétta vil ég tölur sem hann fór með um markmið úr samstarfsáætlun íslands og alþjóðagjaldeyrissjóðsins um frumjöfnuð	O O O C O F F O O O O C O O O O O O O O O O	til að rétt rétt ég leiðrétta tölur sem hann fór með um sé markmið úr samstarfsáætlun íslands og alþjóðagjaldeyrissjóðsins um frumjöfnuð vil	O O O O O C O O O C O O F O O O O O O O O F
1404	Þar fór hv. þingmaður með alls úreltar tölur , væntanlega úr upphaflegu áætluninni sem var breytt , aðlöguð að breyttum aðstæðum og endurskoðuð sérstaklega haustið 2011 í samstarfi við og með fullum stuðningi Alþjóðagjaldeyrissjóðsins .	þar fór hv. þingmaður með alls úreltar tölur væntanlega úr upphaflegu áætluninni sem var breytt aðlöguð að breyttum aðstæðum og endurskoðuð sérstaklega haustið 2011 í samstarfi við og með fullum stuðningi alþjóðagjaldeyrissjóðsins	þar fór hv. þingmaður með alls úreltar tölur væntanlega úr upphaflegu áætluninni sem var breytt aðlöguð að breyttum aðstæðum og endurskoðuð sérstaklega haustið 2011 í samstarfi við og með fullum stuðningi alþjóðagjaldeyrissjóðsins	O C O O O O O O O O O O O F F C O O O O C O O O O O O O O O O O	þar aðlöguð fór hv. þingmaður með alls úreltar tölur væntanlega endurskoðuð úr upphaflegu áætluninni sem var breytt að breyttum aðstæðum og sérstaklega haustið 2011 í samstarfi við og með fullum stuðningi alþjóðagjaldeyrissjóðsins	O F C O O O O O O O F O O O O C C O O O O O O O O O O O O O O O
1405	Um þetta má allt saman til dæmis lesa í greinargerð með fjárlagafrumvarpi fyrir árið 2012 þar sem farið var yfir það og það stutt efnahagslegum rökum að mildari aðlögunaraðgerðir ættu að duga , meira annars í ljósi þess árangurs sem þá hafði þegar náðst , og þótti mörgum nógu harkalegt það sem gert hafði verið .	um þetta má allt saman til dæmis lesa í greinargerð með fjárlagafrumvarpi fyrir árið 2012 þar sem farið var yfir það og það stutt efnahagslegum rökum að mildari aðlögunaraðgerðir ættu að duga meira annars í ljósi þess árangurs sem þá hafði þegar náðst og þótti mörgum nógu harkalegt það sem gert hafði verið	um þetta allt má saman til lesa dæmis í greinargerð með fjárlagafrumvarpi fyrir árið 2012 þar sem farið var yfir það og það efnahagslegum stutt rökum að mildari ættu aðlögunaraðgerðir að duga meira annars í ljósi þess árangurs sem þá hafði þegar þótti náðst og mörgum nógu harkalegt það sem gert hafði verið	O O O F O O F O O O O O O O O O O C C O O O O O F O O O F O O C O O O O O O O O C O F F O O O O O O C C C	um þetta allt saman til dæmis lesa í hafði greinargerð með gert fjárlagafrumvarpi fyrir árið 2012 þar sem yfir það ættu og það stutt efnahagslegum rökum að mildari aðlögunaraðgerðir að duga meira annars í ljósi þess verið árangurs sem þá þegar náðst og þótti mörgum nógu harkalegt farið má það var sem hafði	O O O O O O C O F O O F O O O O O O O O F O O C O O O O O O C O O O O O F O O O O C O C O O O F F O F O C
1406	Upphaflegu hugmyndirnar voru satt best að segja rosalegar um að fara þyrfti í aðgerðir hér upp á um 16 <percent/> af vergri landsframleiðslu en niðurstaðan varð að endingu sú að um 11 <percent/> ættu að duga til að ná heildarjöfnuði .	upphaflegu hugmyndirnar voru satt best að segja rosalegar um að fara þyrfti í aðgerðir hér upp á um 16 <percent/> af vergri landsframleiðslu en niðurstaðan varð að endingu sú að um 11 <percent/> ættu að duga til að ná heildarjöfnuði	upphaflegu hugmyndirnar satt voru best segja að rosalegar um að fara í þyrfti aðgerðir hér upp á um 16 <percent/> af vergri landsframleiðslu en varð niðurstaðan að endingu sú að um 11 <percent/> ættu að duga til að heildarjöfnuði ná	O O O F O F O O O O C O F O O O O O O O O O O O F O O O O O O O O C O C O O O F	upphaflegu hugmyndirnar satt best að segja rosalegar um að varð fara í aðgerðir hér upp voru á um 16 <percent/> af vergri landsframleiðslu en niðurstaðan að endingu sú að um 11 <percent/> ættu þyrfti að ná duga til að heildarjöfnuði	O O O O O C O O O F C O O O O F O O O O O O O O O O O O O O O O C F O F C O O O
1407	Ferlið var mildað og stefnt að vægari markmiðum um afgang á frumjöfnuði fyrir árin 2012 og 2013 og jákvæðum heildarjöfnuði árið 2014 .	ferlið var mildað og stefnt að vægari markmiðum um afgang á frumjöfnuði fyrir árin 2012 og 2013 og jákvæðum heildarjöfnuði árið 2014	var ferlið mildað og stefnt að vægari markmiðum um afgang á frumjöfnuði fyrir árin 2012 og 2013 og jákvæðum heildarjöfnuði árið 2014	F O C O C O O O O O O O O O O O O O O O O O	ferlið mildað var og að vægari markmiðum um afgang á frumjöfnuði fyrir árin 2012 og 2013 og stefnt jákvæðum heildarjöfnuði árið 2014	O C F O O O O O O O O O O O O O O F O O O O
1408	Til að rétt sé rétt skal þetta því tekið fram og ef hv. þingmaður trúir þessu ekki þá duga mín orð ekki til að sannfæra hann , en þá skal ég sýna fram á það með Forseti hringir . skjalfestum gögnum við betra tækifæri .	til að rétt sé rétt skal þetta því tekið fram og ef hv. þingmaður trúir þessu ekki þá duga mín orð ekki til að sannfæra hann en þá skal ég sýna fram á það með forseti hringir skjalfestum gögnum við betra tækifæri	til að rétt skal sé rétt þetta því tekið fram og ef hv. þingmaður trúir þessu ekki þá mín duga orð ekki til sannfæra að hann en þá skal ég sýna fram á það með forseti skjalfestum hringir gögnum við betra tækifæri	O O O F F O O O C O O O O O C O O O O F O O O F O O O O C O C O O O O O O F O O O O	til að rétt duga rétt skal þetta því sé tekið fram og skal ef hv. þingmaður þessu trúir ekki þá mín orð ekki til að sannfæra hann en þá ég sýna fram á það með forseti hringir skjalfestum gögnum við betra tækifæri	O O O F O C O O F C O O F O O O O F O O O O O O O C O O O O C O O O O O C O O O O O
1409	Herra forseti . Ég held að það hefði ekki verið sanngjarnt að hækka álagið á uppsjávarveiðarnar meira en þetta borið saman við hina miklu lækkun sem varð á bolfiskinum .	herra forseti ég held að það hefði ekki verið sanngjarnt að hækka álagið á uppsjávarveiðarnar meira en þetta borið saman við hina miklu lækkun sem varð á bolfiskinum	herra forseti held ég að það hefði ekki verið sanngjarnt að álagið hækka á uppsjávarveiðarnar meira en borið þetta saman við hina miklu lækkun sem varð á bolfiskinum	O O F O O O C O C O O O F O O O O F O O O O O O O C O O	herra forseti ég held að það hefði ekki sanngjarnt að verið álagið á uppsjávarveiðarnar borið meira en hækka þetta saman við hina miklu lækkun sem varð á bolfiskinum	O O O C O O C O O O F O O O F O O F O O O O O O O C O O
1410	Það held ég að hafi skekkt dæmið allt of mikið í þá átt , einfaldlega vegna þess sem ég nefndi í ræðu minni , það eru mörg stór og öflug fyrirtæki með verulegan hluta eða mestan hluta veiðiheimilda sinna í botnfiski sem hafa gríðarlega góða afkomu .	það held ég að hafi skekkt dæmið allt of mikið í þá átt einfaldlega vegna þess sem ég nefndi í ræðu minni það eru mörg stór og öflug fyrirtæki með verulegan hluta eða mestan hluta veiðiheimilda sinna í botnfiski sem hafa gríðarlega góða afkomu	það held ég að hafi skekkt dæmið allt of mikið í þá átt einfaldlega vegna þess sem ég nefndi í ræðu minni það eru mörg stór og öflug fyrirtæki með verulegan hluta eða mestan hluta veiðiheimilda sinna í botnfiski sem gríðarlega hafa góða afkomu	O C O O F F O O O O O O O O O O O O C O O O O C O O O O O O O O O O O O O O O O O F O O	það held ég að skekkt dæmið allt of mikið í þá átt einfaldlega vegna þess sem ég nefndi í ræðu minni það mörg stór og öflug fyrirtæki með verulegan hluta eða mestan eru hluta veiðiheimilda sinna hafa í botnfiski hafi sem gríðarlega góða afkomu	O C O O C O O O O O O O O O O O O C O O O O O O O O O O O O O O F O O O F O O F O O O O
1411	Ég sé ekki að sanngjarnt sé að þau fái þá svona miklu vægari meðhöndlun en hin .	ég sé ekki að sanngjarnt sé að þau fái þá svona miklu vægari meðhöndlun en hin	sé ég ekki að sanngjarnt sé að þau fái þá svona miklu vægari meðhöndlun en hin	F O O O O C O O C O O O O O O O	ég sé ekki að sanngjarnt sé að fái þau þá svona miklu vægari meðhöndlun en hin	O C O O O C O F O O O O O O O O
1412	Ég staðfesti hins vegar að uppsjávarfyrirtækin búa við geysilega góða afkomu og ráða vel við þetta gjald .	ég staðfesti hins vegar að uppsjávarfyrirtækin búa við geysilega góða afkomu og ráða vel við þetta gjald	ég hins staðfesti vegar að búa uppsjávarfyrirtækin við geysilega góða afkomu og ráða vel við þetta gjald	O O F O O F O O O O O O C O O O O	ég hins vegar að uppsjávarfyrirtækin búa staðfesti við geysilega góða afkomu og ráða vel við þetta gjald	O O O O O C F O O O O O C O O O O
1413	Það er ómögulegt að segja nákvæmlega hvernig í heild sinni spilast úr því .	það er ómögulegt að segja nákvæmlega hvernig í heild sinni spilast úr því	það er ómögulegt að nákvæmlega segja hvernig í heild spilast sinni úr því	O C O O O F O O O F O O O	það ómögulegt að segja spilast nákvæmlega hvernig í er heild sinni úr því	O O O C F O O O F O O O O
1414	Kolmunnaaflinn mun fara upp .	kolmunnaaflinn mun fara upp	kolmunnaaflinn mun fara upp	O C C O	fara kolmunnaaflinn mun upp	F O C O
1415	Makríllinn verður vonandi aldrei minni en hann hefur verið tvö undanfarin ár , kannski meiri , en norsk-íslenska síldin fer eitthvað niður og við vitum ekki um loðnuna .	makríllinn verður vonandi aldrei minni en hann hefur verið tvö undanfarin ár kannski meiri en norsk-íslenska síldin fer eitthvað niður og við vitum ekki um loðnuna	makríllinn vonandi verður aldrei minni en hefur hann verið tvö undanfarin ár kannski meiri en norsk-íslenska síldin fer eitthvað niður og við ekki vitum um loðnuna	O O F O O O F O C O O O O O O O O C O O O O O F O O	makríllinn verður vonandi aldrei minni en hefur hann tvö undanfarin ár kannski meiri en norsk-íslenska síldin eitthvað niður verið fer og við vitum ekki um loðnuna	O C O O O O F O O O O O O O O O O O F F O O C O O O
1416	Þannig standa þau mál í grófum dráttum í bili .	þannig standa þau mál í grófum dráttum í bili	standa þannig þau mál í grófum dráttum í bili	F O O O O O O O O	þannig þau mál í grófum dráttum í standa bili	O O O O O O O F O
1417	En þorskurinn er á uppleið og framlegðin ætti að vaxa hjá fyrirtækjum sem eru með veiðiheimildir í þorski og allan fastan kostnað dekkaðan Forseti hringir . og fá að veiða núna ár eftir ár 20 þús. tonnum meira á ári .	en þorskurinn er á uppleið og framlegðin ætti að vaxa hjá fyrirtækjum sem eru með veiðiheimildir í þorski og allan fastan kostnað dekkaðan forseti hringir og fá að veiða núna ár eftir ár 20 þús. tonnum meira á ári	en þorskurinn er á uppleið og framlegðin ætti að hjá vaxa fyrirtækjum eru sem með veiðiheimildir í þorski og allan fastan kostnað dekkaðan forseti hringir og veiða fá að núna ár eftir ár 20 þús. tonnum meira á ári	O O C O O O O C O O F O F O O O O O O O O O C O C O F F O O O O O O O O O O O	en þorskurinn á ætti uppleið og framlegðin að er fá hjá fyrirtækjum sem eru með veiðiheimildir í þorski og allan fastan kostnað dekkaðan forseti vaxa hringir og að veiða núna ár eftir ár 20 þús. tonnum meira á ári	O O O F O O O O F F O O O C O O O O O O O O C O F C O O C O O O O O O O O O O
1418	Gripið fram í .	gripið fram í	gripið fram í	C O O	gripið fram í	C O O
1419	Mér fannst menn til dæmis horfa algerlega fram hjá árlegum vexti í þorskveiðum þegar þeir voru með þennan mikla afslátt af veiðigjaldinu í vor .	mér fannst menn til dæmis horfa algerlega fram hjá árlegum vexti í þorskveiðum þegar þeir voru með þennan mikla afslátt af veiðigjaldinu í vor	mér fannst menn til dæmis algerlega horfa fram hjá árlegum vexti í þorskveiðum þegar voru þeir með þennan mikla afslátt af veiðigjaldinu í vor	O C O O O O F O O O O O O O F O O O O O O O O O	fannst mér menn til dæmis horfa algerlega fram hjá árlegum vexti í þorskveiðum þegar þeir voru með þennan mikla afslátt af veiðigjaldinu í vor	F O O O O C O O O O O O O O O C O O O O O O O O
1420	Sem betur fer er verðið farið að hækka aftur .	sem betur fer er verðið farið að hækka aftur	sem betur fer er verðið hækka farið að aftur	O O C C O F F O O	sem betur farið fer er verðið að hækka aftur	O O F C F O O C O
1421	Frú forseti . Ég tek skýrt fram að ég er ekki að blanda mér í þetta til þess að eggja stúdentaráð eða stúdenta sérstaklega til dáða enda held ég að þeir séu alveg fullfærir um það og hafa sýnt það meira annars í snöfurlegri framgöngu sinni gagnvart menntamálaráðherra og lánasjóðnum að það fólk er alveg klárt á sinni vakt að gæta hagsmuna námsmanna rétt eins og það var á sínum tíma , satt best að segja , þegar sá sem hér talar var í stúdentaráði og við stóðum stundum í ýmsum slagsmálum af þessu tagi .	frú forseti ég tek skýrt fram að ég er ekki að blanda mér í þetta til þess að eggja stúdentaráð eða stúdenta sérstaklega til dáða enda held ég að þeir séu alveg fullfærir um það og hafa sýnt það meira annars í snöfurlegri framgöngu sinni gagnvart menntamálaráðherra og lánasjóðnum að það fólk er alveg klárt á sinni vakt að gæta hagsmuna námsmanna rétt eins og það var á sínum tíma satt best að segja þegar sá sem hér talar var í stúdentaráði og við stóðum stundum í ýmsum slagsmálum af þessu tagi	frú forseti ég tek skýrt fram að ég er ekki að mér blanda í þetta til þess eggja að stúdentaráð eða stúdenta sérstaklega til dáða enda held ég að þeir séu alveg fullfærir um það og hafa sýnt það meira annars í snöfurlegri framgöngu sinni gagnvart menntamálaráðherra og lánasjóðnum að það fólk er alveg klárt á sinni vakt að gæta hagsmuna námsmanna rétt eins og það á var sínum tíma satt best segja að þegar sá sem hér talar var í stúdentaráði og við stundum stóðum í ýmsum slagsmálum af þessu tagi	O O O C O O O O C O O O F O O O O F O O O O O O O O C O O O C O O O O O F F O O O O O O O O O O O O O O C O O O O O O C O O O O O O O F O O O O F O O O O O C C O O O O O F O O O O O O	frú forseti ég tek skýrt fram að ég ekki að blanda mér gæta í þetta til þess að stúdentaráð eða stúdenta held sérstaklega til dáða enda ég að þeir séu alveg fullfærir um það og sýnt það hafa talar meira er annars í snöfurlegri framgöngu sinni gagnvart menntamálaráðherra og lánasjóðnum að það fólk er alveg klárt á eggja sinni vakt að hagsmuna námsmanna rétt eins og það var á sínum tíma satt best að þegar sá sem segja hér var í stúdentaráði og við stóðum stundum í ýmsum slagsmálum af þessu tagi	O O O C O O O O O O C O F O O O O O O O O F O O O O O O O C O O O O O C O F F O F O O O O O O O O O O O O C O O O F O O O O O O O O O C O O O O O O O O O F O C O O O O C O O O O O O O
1422	Ég er fyrst og fremst að draga þetta hér fram af því að mér finnst að þingmenn eigi að vita hvað þeir eru að gera , það eigi að liggja fyrir hvað er á ferðinni í málum af þessu tagi .	ég er fyrst og fremst að draga þetta hér fram af því að mér finnst að þingmenn eigi að vita hvað þeir eru að gera það eigi að liggja fyrir hvað er á ferðinni í málum af þessu tagi	er ég fyrst og fremst að draga þetta hér fram af því að mér finnst að þingmenn vita eigi að hvað þeir eru að gera það liggja eigi að fyrir hvað er á ferðinni í málum af þessu tagi	F O O O O O C O O O O O O O C O O F F O O O C O C O F F O O O C O O O O O O O	ég eru er fyrst og fremst eigi liggja að draga þetta hér fram af því að mér finnst að þingmenn að hvað þeir að gera það að fyrir hvað er vita á ferðinni í málum af þessu tagi eigi	O F C O O O F F O C O O O O O O O C O O O O O O C O O O O C F O O O O O O O F
1423	Ég tel að þetta sé mjög tæpt .	ég tel að þetta sé mjög tæpt	ég tel að þetta mjög sé tæpt	O C O O O F O	ég að þetta sé mjög tel tæpt	O O O C O F O
1424	Það er á þessu sá ljóður .	það er á þessu sá ljóður	er það á þessu sá ljóður	F O O O O O	það er á þessu sá ljóður	O C O O O O
1425	Sennilega hefði meiri hlutinn ekki þurft að sætta sig við minna en kannski 2 þús. kr. lækkun á þessu innritunargjaldi , ekki fara alveg svona langt í hækkuninni , þá hefði málið sloppið .	sennilega hefði meiri hlutinn ekki þurft að sætta sig við minna en kannski 2 þús. kr. lækkun á þessu innritunargjaldi ekki fara alveg svona langt í hækkuninni þá hefði málið sloppið	sennilega hefði meiri hlutinn ekki þurft að sig sætta við minna en kannski 2 þús. kr. lækkun á þessu innritunargjaldi fara ekki alveg svona langt í hækkuninni þá hefði málið sloppið	O C O O O C O O F O O O O O O O O O O O F O O O O O O O C O C	sennilega fara meiri hlutinn ekki þurft að sætta sig hefði við hefði minna en kannski 2 þús. kr. lækkun á þessu innritunargjaldi ekki alveg svona langt í hækkuninni þá málið sloppið	O F O O O C O C O F O F O O O O O O O O O O O O O O O O O O C
1426	Ég ímynda mér að það hefði verið nokkurn veginn fyrir vind ef gjaldið hefði ekki verið nema 73 þús. kr. eða eitthvað svoleiðis .	ég ímynda mér að það hefði verið nokkurn veginn fyrir vind ef gjaldið hefði ekki verið nema 73 þús. kr. eða eitthvað svoleiðis	ég mér ímynda að hefði það verið nokkurn veginn fyrir vind ef gjaldið hefði ekki nema verið 73 þús. kr. eða eitthvað svoleiðis	O O F O F O C O O O O O O C O O F O O O O O O	ég ímynda mér hefði að verið það hefði nokkurn veginn fyrir vind ef gjaldið verið ekki nema 73 þús. kr. eða eitthvað svoleiðis	O C O F O F O C O O O O O O F O O O O O O O O
1427	Menn geta auðvitað sagt að þetta séu hreinir smámunir og þessar fjárhæðir skipti ekki miklu til eða frá , en rétt skal vera rétt .	menn geta auðvitað sagt að þetta séu hreinir smámunir og þessar fjárhæðir skipti ekki miklu til eða frá en rétt skal vera rétt	geta menn auðvitað sagt að þetta séu hreinir smámunir og þessar fjárhæðir ekki skipti miklu til eða frá en skal rétt vera rétt	F O O C O O C O O O O O O F O O O O O F O C O	skal menn geta auðvitað sagt að þetta séu hreinir smámunir og þessar fjárhæðir ekki skipti miklu til eða frá en rétt rétt vera	F O C O C O O C O O O O O O F O O O O O O O F
1428	Lögin heimila að innheimt séu innritunargjöld í samræmi við raunkostnað punktur .	lögin heimila að innheimt séu innritunargjöld í samræmi við raunkostnað punktur	lögin heimila að innheimt séu innritunargjöld í samræmi við raunkostnað punktur	O C O F F O O O O O O	séu lögin heimila að innheimt innritunargjöld í samræmi við raunkostnað punktur	F O C O C O O O O O O
1429	Ef farið er upp fyrir þau mörk er sú gjaldtaka í fyrsta lagi ólögleg og í öðru lagi er gjaldið orðið skattur því að þá er það ekki lengur innheimta á þessum kostnaði .	ef farið er upp fyrir þau mörk er sú gjaldtaka í fyrsta lagi ólögleg og í öðru lagi er gjaldið orðið skattur því að þá er það ekki lengur innheimta á þessum kostnaði	ef farið er upp fyrir þau mörk sú er gjaldtaka í fyrsta lagi ólögleg og í öðru er lagi gjaldið orðið skattur því að þá er það ekki lengur innheimta á þessum kostnaði	O C C O O O O O F O O O O O O O O F O O C O O O O C O O O O O O O	ef er upp fyrir orðið þau mörk sú gjaldtaka í fyrsta lagi ólögleg og í öðru lagi er gjaldið skattur er því að þá er það ekki lengur farið innheimta á þessum kostnaði	O C O O F O O O O O O O O O O O O C O O F O O O C O O O F O O O O
1430	Þessu tvennu má ekki blanda saman .	þessu tvennu má ekki blanda saman	þessu tvennu blanda má ekki saman	O O F F O O	þessu má tvennu ekki blanda saman	O F O O C O
1431	Við glímum oft við þessi landamæri annars staðar .	við glímum oft við þessi landamæri annars staðar	við glímum oft við þessi landamæri annars staðar	O C O O O O O O	við oft við þessi landamæri glímum annars staðar	O O O O O F O O
1432	Stundum leikur grunur á að menn ýki heldur upp ýmsan kostnað sem er settur inn í þjónustugjöld o.s.frv. , en það á ekki að gera .	stundum leikur grunur á að menn ýki heldur upp ýmsan kostnað sem er settur inn í þjónustugjöld o.s.frv. en það á ekki að gera	stundum leikur grunur á að menn heldur ýki upp ýmsan kostnað er sem settur inn í þjónustugjöld o.s.frv. en það á ekki að gera	O C O O O O O F O O O F O C O O O O O O C O O C	stundum leikur grunur á að menn heldur ýki upp settur ýmsan kostnað gera sem er inn í þjónustugjöld o.s.frv. en það á ekki að	O C O O O O O F O F O O F O C O O O O O O C O O
